,index,x,y,docks_num,centrality,centrali_1,AD
461.0,"Ansell House, Stepney",535083.643256288,181918.954950544,41,0.008227502589985,0.089663760896638,0.005270881208112334
462.0,"Cephas Street, Bethnal Green",535042.516371114,182194.17490786096,24,0.016810957344005,0.069738480697385,0.0030917230643980062
463.0,"Bonner Gate, Victoria Park",535375.694480145,183411.429137013,21,0.006570943397657,0.093399750933998,0.0017040531417353718
464.0,"Cleveland Way, Stepney",535289.05669054,182018.850447952,36,0.014325237168487,0.11332503113325,0.004488867814017575
465.0,"St. John's Park, Cubitt Town",538269.721704058,179379.470930782,30,0.00274177720629,0.027397260273973,0.0015164081641660665
466.0,"Ackroyd Drive, Bow",536996.4590411129,182006.513730103,29,0.004069755712105,0.068493150684932,0.0024740924200365717
467.0,"Bell Lane, Liverpool Street",533599.351768123,181592.354143664,23,0.043397243128022,0.12453300124533,0.005159536394535095
468.0,"Clarkson Street, Bethnal Green",534730.8566036752,182878.609930756,31,0.005098888141615,0.049813200498132,0.005395292508307936
469.0,"Fournier Street, Whitechapel",533692.05864986,181806.13407852,18,0.02801983159303,0.094645080946451,0.00458236618490859
470.0,"Fore Street, Guildhall",532615.210756036,181608.48460023096,19,0.058129100386214,0.112079701120797,0.006760169193395955
471.0,"Westferry DLR, Limehouse",537085.522710543,180777.351797224,41,0.014868767265731,0.089663760896638,0.002935738207924215
472.0,"Sutton Street, Shadwell",535159.381261881,180923.460162712,33,0.009034405289774,0.080946450809465,0.004626320005872919
473.0,"Pritchard's Road, Bethnal Green",534569.238735188,183248.835434316,30,0.02809845677785,0.164383561643836,0.0033276932914009707
474.0,"Watney Market, Stepney",535015.069832582,181282.480905788,51,0.00339726940085,0.038605230386052,0.007901518768495222
475.0,"Portman Square, Marylebone",528077.479524602,181312.904144206,17,0.045631191991233,0.12826899128269,0.00404070199406634
476.0,"Russell Gardens, Olympia",524253.18232452706,179419.557104705,24,0.004718875486403,0.048567870485679,0.0028291777998474274
477.0,"Chrisp Street Market, Poplar",537881.992136679,181011.23894350097,18,0.002246192870589,0.031133250311333,0.0011116965023861812
478.0,"Ford Road, Old Ford",536524.424074605,183341.655336291,18,0.008965567176357,0.078455790784558,0.001487771143485625
479.0,"Antill Road, Mile End",536235.905088686,182855.99283583896,30,0.004584629374555,0.069738480697385,0.002661032863891955
480.0,"Teviot Street, Poplar",538058.670087838,181862.176992369,33,0.000336163537004,0.012453300124533,0.0014046149798309121
481.0,"Bancroft Road, Bethnal Green",535565.6594168049,182594.08455460897,21,0.006850450721332,0.084682440846824,0.0020194337954049938
482.0,"Driffield Road, Old Ford",536220.3850196729,183516.592324346,19,0.004375960971448,0.102117061021171,0.0013446733151199542
483.0,"Clinton Road, Mile End",536341.433420351,182607.647407657,36,0.005877208734224,0.063511830635118,0.003646066630120733
484.0,"Langdon Park, Poplar",537936.612780485,181487.284148706,24,0.000147698766544,0.01494396014944,0.0012669389666828657
485.0,"Lancaster Gate , Bayswater",526415.490626452,180763.572516943,38,0.004100639854411,0.102117061021171,0.005168103585714763
486.0,"Blythe Road, Olympia",524107.970646599,179069.525756781,24,0.001871749842162,0.047322540473225,0.002532961348251576
487.0,"Lancaster Drive, Blackwall",538313.88631413,180123.046027626,27,0.002296208610651,0.021170610211706,0.0011174244505252075
488.0,"Hansard Mews, Holland Park",523929.81987091695,179826.908214376,20,0.004607381047805,0.051058530510585,0.003669046160069694
489.0,"Clarges Street, Mayfair",528776.748310669,180340.309619294,16,0.033666859467379,0.090909090909091,0.02491217261972841
490.0,"Manresa Road, Chelsea",527089.610021851,178024.938723444,18,0.019880222634039,0.094645080946451,0.00269589548556106
491.0,"Newby Place, Poplar",538029.345304924,180753.748794716,18,0.001714029113204,0.027397260273973,0.001115543481175809
492.0,"Twig Folly Bridge, Mile End",535864.870585089,183075.49905583,21,0.012637256181084,0.115815691158157,0.0017406170826060009
493.0,"Jubilee Plaza, Canary Wharf",537502.181565156,180128.01888189,63,0.052431269365913,0.12079701120797,0.009909061838219595
494.0,"Wellington Row, Bethnal Green",533994.931043934,182798.34320091,33,0.010963124330636,0.087173100871731,0.004817954593467945
495.0,"Goldsmith's Row, Haggerston",534246.989092491,183209.773067086,27,0.013020818978403,0.094645080946451,0.0032669081953547252
496.0,"Gloucester Avenue, Camden Town",528595.671452019,183668.56960588496,24,0.004908218639616,0.067247820672478,0.0029922993954154846
497.0,"Queensbridge Road, Haggerston",533962.259256774,183425.183751253,35,0.004341637202795,0.061021170610212,0.005289503304601063
498.0,"Old Montague Street, Whitechapel",534152.772345454,181654.71629762,18,0.019987363741716,0.089663760896638,0.0026771896700731896
499.0,"Naval Row, Blackwall",538401.696115115,180770.26032492,21,0.004654469767762,0.026151930261519,0.0010436970322279715
500.0,"Hoxton Station, Hoxton",533560.19572516,183107.817056738,22,0.021557006268188,0.11332503113325,0.003633833818180413
501.0,"Albany Street, The Regent's Park",528821.443817641,182675.07580699,27,0.011515375900368,0.090909090909091,0.0032160823246149568
502.0,"Green Park Station, Mayfair",528985.0683703249,180265.606821478,28,0.080364419373493,0.201743462017435,0.0055760034805605145
503.0,"Salmon Lane, Limehouse",536533.410734992,181291.73779553,33,0.010164078785955,0.069738480697385,0.002535992595721787
504.0,"Lansdowne Walk, Ladbroke Grove",524688.904461258,180485.63166039097,21,0.004077368373699,0.038605230386052,0.002875650799516111
505.0,"Percival Street, Finsbury",531750.7818045468,182504.578755382,22,0.021562823911634,0.092154420921544,0.005429913088839654
506.0,"Arlington Road, Camden Town",528722.207070709,183967.999629842,24,0.016503766032935,0.067247820672478,0.003499425456284098
507.0,"New Fetter Lane, Holborn",531380.282385279,181528.48851885696,21,0.065345312296601,0.134495641344956,0.009396041000187092
508.0,"East India DLR, Blackwall",538732.295541302,180838.098200584,51,0.002465658024151,0.021170610211706,0.00180452624506248
509.0,"Westminster Bridge Road, Elephant & Castle",531432.312526694,179418.284408287,26,0.007849361856445,0.026151930261519,0.006244466748053969
510.0,"Gaywood  Street, Elephant & Castle",531696.313744726,179156.616713531,45,0.012800313966423,0.068493150684932,0.011235901611889514
511.0,"Harford Street, Mile End",536135.45039213,182117.007844005,23,0.004300082021639,0.062266500622665,0.0025901468437791444
512.0,"Import Dock, Canary Wharf",537758.7771185449,180406.375784192,39,0.013783664206118,0.070983810709838,0.0026999601224907046
513.0,"Watney Street, Shadwell",534954.6477195929,180969.597429432,27,0.007989643355359,0.072229140722291,0.010779948466940716
514.0,"Regent's Row , Haggerston",534471.673634784,183641.732797959,24,0.024732247741603,0.164383561643836,0.0030145099999359616
515.0,"Aberfeldy Street, Poplar",538489.23786282,181289.175085776,16,0.00541055468048,0.028642590286426,0.00058930911955118
516.0,"Heron Quays DLR, Canary Wharf",537418.05174826,180045.815492706,27,0.009634014668951,0.029887920298879,0.003720000291161605
517.0,"King Edward Street, St Pauls",532033.905803527,181391.13570697,20,0.053671193745513,0.095890410958904,0.007928938306796304
518.0,"Page Street, Westminster",530082.356153718,178886.295090113,24,0.057812040826779,0.170610211706102,0.005529376126724391
519.0,"Abbotsbury Road, Holland Park",524617.566967763,179575.897011492,24,0.003021702788702,0.028642590286426,0.0030417372606633833
520.0,"Ladbroke Grove Central, Ladbroke Grove",524588.51155305,180711.07986228296,21,0.002213491889373,0.028642590286426,0.002683306885934318
521.0,"Rectory Square, Stepney",535853.3224645009,181753.15319196496,22,0.009734482793932,0.056039850560399,0.0020333136796676266
522.0,"Bury Place, Holborn",530307.09227109,181506.508081917,21,0.060861364860358,0.10958904109589,0.006994348826310577
523.0,"Preston's Road, Cubitt Town",538285.435316038,179694.434073623,26,0.003760604330819,0.026151930261519,0.0012069650258136981
524.0,"Somerset House, Strand",530725.223117945,180682.709978142,41,0.058002759062842,0.13200498132005,0.012699558380615997
525.0,"Selby Street, Whitechapel",534456.403412316,182109.102412172,17,0.010311889588742,0.058530510585305,0.002327126842091452
526.0,"Westfield Ariel Way, White City",523344.302667467,180408.862330884,42,0.008786139247687,0.085927770859278,0.002537181552286908
527.0,"Bishop's Bridge Road West, Bayswater",525894.255050844,181256.214784395,18,0.007879738597122,0.087173100871731,0.0031255828159117128
528.0,"Pitfield Street Central, Hoxton",533063.240841651,183210.295074021,30,0.012559285592118,0.077210460772105,0.004964594013080269
529.0,"Upper Bank Street, Canary Wharf",537682.692250029,180107.934412121,36,0.039271617488162,0.104607721046077,0.0035333840303896297
530.0,"Westfield Southern Terrace ,Shepherd's Bush",523746.34473838,180094.819237903,29,0.003830448354331,0.034869240348692,0.0040695055300091895
531.0,"Greenland Road, Camden Town",528972.894613504,183876.74084655897,36,0.006799319333452,0.082191780821918,0.005037666142064387
532.0,"Limerston Street, West Chelsea",526384.968671247,177863.333934219,18,0.033800421619037,0.215442092154421,0.0023645650574526667
533.0,"Eagle Wharf Road, Hoxton",532359.31499993,183345.633708304,45,0.033918979999925,0.193026151930262,0.005658234023865675
534.0,"Alpha Grove, Millwall",537341.5266976369,179448.721067808,23,0.009034578554208,0.038605230386052,0.0014152065101538083
535.0,"Globe Town Market, Bethnal Green",535532.004261911,182913.395348642,20,0.007923968874557,0.092154420921544,0.0020796423707486436
536.0,"Hollybush Gardens, Bethnal Green",534876.492253258,182756.040489068,32,0.007101878256673,0.054794520547945,0.010304630658723677
537.0,"Queen Street 2, Bank",532433.846873066,180868.76980003,36,0.126027855486366,0.286425902864259,0.035781829719077785
538.0,"Doddington Grove, Kennington",531804.233524262,178149.669584204,36,0.014188861096205,0.12453300124533,0.00371877046058662
539.0,"New Cavendish Street, Marylebone",528591.996796182,181657.013857744,18,0.048284744735125,0.12453300124533,0.003435881068739751
540.0,"Abingdon Green, Westminster",530181.67757986,179300.493831548,20,0.08417323587531,0.165628891656289,0.003557791308799367
541.0,"Ilchester Gardens, Bayswater",525624.432619963,180828.92277698,21,0.014638804197053,0.122042341220423,0.004366437380915517
542.0,"Mudchute DLR, Cubitt Town",537944.051615812,178728.50602434,31,0.001378605431117,0.013698630136986,0.0015195921031738368
543.0,"Monument Street, Monument",532998.001318774,180715.780549805,22,0.085389353537311,0.244084682440847,0.01630547261608111
544.0,"Hoxton Street, Hoxton",533274.476656486,182933.76528694096,27,0.006424279259885,0.029887920298879,0.005209064165411225
545.0,"Drayton Gardens, West Chelsea",526508.581850586,178046.726490609,18,0.034418544821603,0.159402241594022,0.0025729035053903802
546.0,"Greenberry Street, St.John's Wood",527122.845346605,183104.90432366,26,0.006154549638122,0.042341220423412,0.003094667633159141
547.0,"Bishop's Bridge Road East, Bayswater",526117.34321273,181358.241794086,20,0.010798567813086,0.069738480697385,0.005610308322547729
548.0,"Northdown Street, King's Cross",530546.754911153,183026.666589176,21,0.007353975542925,0.058530510585305,0.0053973994618339936
549.0,"Kingsway Southbound, Strand",530702.6480324089,181117.062300318,33,0.063585123499421,0.118306351183064,0.020528379804496774
550.0,"Hammersmith Road, Hammersmith",523678.697111727,178642.51038588,22,0.022716963343199,0.136986301369863,0.0020118502430831425
551.0,"Parson's Green , Parson's Green",525127.628071356,176401.275367387,21,0.01590743376644,0.11332503113325,0.0023127527932396644
552.0,"Fulham Park Road, Fulham",524561.768041055,176471.915003534,27,0.001604364628905,0.069738480697385,0.002366790379112878
553.0,"Southerton Road, Hammersmith",523095.390485491,178768.69088579,38,0.014071860065876,0.103362391033624,0.002532865247881069
554.0,"Manbre Road, Hammersmith",523436.057291364,177805.713968344,28,0.003470317764151,0.051058530510585,0.002726089999960789
555.0,"South Lambeth Road, Vauxhall",530329.652452771,177531.393292798,21,0.015524076441848,0.136986301369863,0.002042249475075538
556.0,"BBC White City, White City",523204.19921154,181028.792754313,36,0.020973606807784,0.097135740971357,0.0014492970393400204
557.0,"Union Grove, Wandsworth Road",529694.2210307929,176544.546492755,45,0.002022871995311,0.077210460772105,0.006263702807673536
558.0,"Caldwell Street, Stockwell",530889.428682534,177116.790677677,44,0.01207191230097,0.115815691158157,0.004631031122491
559.0,"St Martins Close, Camden Town",529200.7833467912,183856.12651165,18,0.006120418291955,0.041095890410959,0.0019603773795143255
560.0,"Seymour Place, Marylebone",527501.302188188,181754.517414553,29,0.017753410988159,0.104607721046077,0.005740908242376256
561.0,"Addison Road, Holland Park",524267.840845731,179883.907319255,26,0.008081480322519,0.062266500622665,0.0030351064751556077
562.0,"Putney Bridge Station, Fulham",524405.040251408,175945.325991823,21,0.003524488936823,0.070983810709838,0.001820713377058209
563.0,"Colet Gardens, Hammersmith",523916.659135584,178412.864264818,30,0.001279692718155,0.023661270236613,0.004285586352904767
564.0,"Sugden Road, Clapham",528064.48741929,175625.264104389,19,0.007506103598054,0.090909090909091,0.001399933137295587
565.0,"Danvers Street, West Chelsea",527023.235980773,177541.054493081,21,0.007476799850722,0.074719800747198,0.0023530537529952798
566.0,"Princedale Road , Holland Park",524430.251189163,180136.123499683,20,0.006646341280135,0.070983810709838,0.0025353839482412507
567.0,"Wandsworth Rd, Isley Court, Wandsworth Road",529166.592730102,176108.994013325,30,0.005475525303298,0.070983810709838,0.0020078525244120473
568.0,"Woodstock Grove, Shepherd's Bush",523818.753605408,179850.978459214,24,0.006231617830857,0.083437110834371,0.004400509601552692
569.0,"London Fields, Hackney Central",534716.758132229,184261.12842094296,21,0.028749866163579,0.171855541718555,0.0011705318311997586
570.0,"Finlay Street, Fulham",523992.282176839,176831.980489543,24,0.00323043176354,0.077210460772105,0.0014137918124542052
571.0,"Aintree Street, Fulham",524399.754881011,177303.260315914,24,0.006140592228764,0.118306351183064,0.002335074409455528
572.0,"Elysium Place, Fulham",524573.2870201409,176204.116430594,21,0.006587992903848,0.068493150684932,0.0021925169386122077
573.0,"Eel Brook Common, Walham Green",525579.229401739,176808.226542351,24,0.00394830855067,0.079701120797011,0.0027191138380408247
574.0,"Irene Road, Parsons Green",525306.013070947,176526.88579686,43,0.007414715554076,0.084682440846824,0.004819284648008836
575.0,"Surrey Lane, Battersea",527396.404880733,176734.735645936,28,0.00849468999442,0.079701120797011,0.0036433978513731183
576.0,"Wandsworth Town Station, Wandsworth",526017.991011873,175098.602642319,33,0.004147635140431,0.090909090909091,0.003323462154532949
577.0,"Lansdowne Road, Ladbroke Grove",524630.095770771,180252.717834796,29,0.011405103491487,0.077210460772105,0.0038900108104660373
578.0,"Nantes Close, Wandsworth",526474.88839757,175232.581508157,22,0.003438131739658,0.048567870485679,0.0023995647223114614
579.0,"Courland Grove, Wandsworth Road",529825.283799969,176540.36639928,40,0.010149220601633,0.083437110834371,0.005193102326401498
580.0,"Queen's Circus, Battersea Park",528604.050909663,177024.883440925,28,0.010053896516906,0.123287671232877,0.004517138934054459
581.0,"Normand Park, West Kensington",524748.519547423,177690.965898392,24,0.005010092566252,0.125778331257783,0.0026499625510568543
582.0,"Holden Street, Battersea",528023.093014216,176034.663225669,20,0.004446392743741,0.056039850560399,0.0019662312672678837
583.0,"William Morris Way, Sands End",526208.33594366,175992.202613721,26,0.005871779563129,0.073474470734745,0.00206966213939751
584.0,"Morie Street, Wandsworth",525832.403617629,174996.784061562,28,0.001632160347846,0.044831880448319,0.0034521610358736747
585.0,"Clarence Walk, Stockwell",530185.988184862,176304.743668308,28,0.003696801612153,0.049813200498132,0.0022951060256537117
586.0,"Battersea Park Road, Nine Elms",529141.878324304,177255.998376567,27,0.02304805669595,0.138231631382316,0.0026944699838569374
587.0,"Sheepcote Lane, Battersea",527684.106296495,176216.385179552,28,0.006224323376728,0.079701120797011,0.002662239690596615
588.0,"Vereker Road, West Kensington",524413.701576915,178257.552321179,32,0.007434447848039,0.099626400996264,0.004455965674637032
589.0,"Brook Green South, Brook Green",523961.233484963,178780.498501598,33,0.019012450149146,0.090909090909091,0.0033564309334699104
590.0,"Greyhound Road, Hammersmith",524071.732509779,177860.200994074,36,0.008013247916123,0.085927770859278,0.00378756942277282
591.0,"South Park, Sands End",525578.40531949,175776.775818135,28,0.004408908903248,0.062266500622665,0.0026327543371263747
592.0,"Spencer Park, Wandsworth Common",526907.839476931,174789.025161818,25,0.001721242018734,0.038605230386052,0.0012791341807922888
593.0,"Falcon Road, Clapham Junction",527231.862426719,175775.722480746,28,0.015028006965842,0.130759651307597,0.003155116482765308
594.0,"Silverthorne Road, Battersea",528724.195581566,176505.39848927,28,0.0148296588667,0.097135740971357,0.0025490643222537282
595.0,"Archbishop's Park, Waterloo",530762.004412231,179384.696434197,23,0.045789026474755,0.095890410958904,0.004568379986346689
596.0,"Fawcett Close, Battersea",526893.413441938,176044.493116245,36,0.004535225075083,0.041095890410959,0.003835027782683311
597.0,"All Saints' Road, Portobello",524653.345330409,181539.94548896496,22,0.008118096986414,0.043586550435866,0.0020344507073587867
598.0,"Rainville Road, Hammersmith",523424.132270909,177581.230299602,36,0.001416892771266,0.039850560398506,0.00293167201977648
599.0,"Great Suffolk Street, The Borough",531950.066373055,179795.578711914,21,0.021858754683032,0.103362391033624,0.005066921217016058
600.0,"Buckingham Gate, Westminster",529381.1472566,179410.055106752,16,0.074627988143795,0.153175591531756,0.004229673523989282
601.0,"Richmond Way, Shepherd's Bush",523821.06901967106,179440.826377369,27,0.005154429303263,0.110834371108344,0.0027908485452852287
602.0,"Peterborough Road, Sands End",525379.688547568,175994.29602233,30,0.003859463225296,0.043586550435866,0.0032160347561518247
603.0,"World's End Place, West Chelsea",526452.884937372,177440.303656362,22,0.008847512726215,0.068493150684932,0.002916524642820705
604.0,"St. Mark's Road, North Kensington",524026.164555795,181281.607886952,21,0.008250201221034,0.079701120797011,0.0014747345664808376
605.0,"Thorndike Close, West Chelsea",526211.6812130889,177335.588708291,25,0.005841062719345,0.053549190535492,0.004180212434955295
606.0,"Evesham Street, Avondale",523748.110514082,180687.36322072,29,0.003826070776165,0.038605230386052,0.003856290719184494
607.0,"Simpson Street, Clapham Junction",527150.865414519,176237.339857119,25,0.013702323087329,0.149439601494396,0.002541756775219504
608.0,"Ashmole Estate, Oval",530802.139768647,177644.454624816,34,0.003020560751221,0.066002490660025,0.0036457150876159344
609.0,"Crabtree Lane, Fulham",523739.592398581,177503.437966816,27,0.002322145181686,0.059775840597758,0.0025965271094003637
610.0,"Broomhouse Lane, Parsons Green",525182.84599681,175920.575786372,29,0.003530931406592,0.024906600249066,0.0028943746217419282
611.0,"Blythe Road West, Shepherd's Bush",523526.052809882,179361.006503168,21,0.005037897025939,0.077210460772105,0.0020796065748505048
612.0,"Ethelburga Estate, Battersea Park",527545.008012109,176963.698761529,30,0.022841824780382,0.168119551681196,0.003314888981968093
613.0,"Blackfriars Station, St. Paul's",531727.225566007,180940.013031387,35,0.093145915677033,0.255292652552927,0.007680262560081774
614.0,"West Kensington Station, West Kensington",524642.324668838,178410.266516696,22,0.001599223877433,0.067247820672478,0.002656471448157262
615.0,"All Saints Church, Portobello",524811.708035777,181240.68675285,37,0.006297042823391,0.082191780821918,0.004649722018081086
616.0,"Phene Street, Chelsea",527306.479146375,177814.613848042,24,0.014723322056596,0.107098381070984,0.002981793301220762
617.0,"Clarendon Road, Avondale",524201.442575164,180885.312645178,24,0.002156793669946,0.039850560398506,0.0029978547917281287
618.0,"Austin Road, Battersea Park",528199.498468805,176665.867605634,24,0.008988601473418,0.082191780821918,0.0025922884560879806
619.0,"Smugglers Way, Wandsworth",525717.041719554,175117.028823717,22,0.0040681819958,0.063511830635118,0.002404911859969687
620.0,"Harris Academy, Bermondsey",533918.136428887,178842.892846417,18,0.005657201017156,0.051058530510585,0.0010560335906550453
621.0,"Shepherd's Bush Road North, Shepherd's Bush",523486.61431169696,179571.168471799,34,0.005594779228547,0.070983810709838,0.0031738429184946966
622.0,"Ravenscourt Park Station, Hammersmith",522509.74700684095,178726.61202892,26,0.013915325777532,0.104607721046077,0.0008227102596951783
623.0,"Teversham Lane, Stockwell",530426.5754157748,176912.223969418,39,0.001242501832505,0.041095890410959,0.0035895990838441276
624.0,"Ashley Crescent, Battersea",528443.256319739,175866.076688958,28,0.006870783658353,0.122042341220423,0.002136537496495859
625.0,"Parsons Green Station, Parsons Green",524967.414934486,176659.077866938,56,0.00669681281191,0.12453300124533,0.005176689058115332
626.0,"Chicheley Street, South Bank",530808.9175069929,179881.40511107,24,0.053044385799664,0.159402241594022,0.006354775610294027
627.0,"Hibbert Street, Battersea",526491.257441397,175594.538139082,36,0.005890368068298,0.099626400996264,0.00355978967011575
628.0,"Carnegie Street, King's Cross",530752.608797972,183526.249950763,40,0.016780609835371,0.080946450809465,0.00555737476384651
629.0,"Usk Road, Clapham Junction",526377.795489806,175401.46091311,30,0.003573014546172,0.089663760896638,0.0034507950203278965
630.0,"Hartington Road, Stockwell",530174.761917887,177097.900409994,35,0.009321483855376,0.094645080946451,0.0030744240280023653
631.0,"Heath Road, Battersea",528837.805084246,176035.94255574,27,0.004357953430319,0.056039850560399,0.002015960544125172
632.0,"Esmond Street, Putney",524344.84073137,175224.536424276,30,0.000294588442774,0.022415940224159,0.003466847191121062
633.0,"Orbel Street, Battersea",527174.189175563,176652.997276256,26,0.010871222847073,0.092154420921544,0.0030889465449357337
634.0,"Westbridge Road, Battersea",527157.499671375,177001.176858688,28,0.013933546674743,0.154420921544209,0.0031881826966166796
635.0,"Bishop's Avenue, Fulham",524090.31067906495,176403.128453949,46,0.007017091162591,0.093399750933998,0.0027921046816392204
636.0,"Crisp Road, Hammersmith",523221.16658533295,178062.935979813,46,0.005311050873572,0.079701120797011,0.003331287982763705
637.0,"Dorothy Road, Clapham Junction",527657.106638578,175610.081742393,28,0.006885970254876,0.080946450809465,0.0023023096244118926
638.0,"Neville Gill Close, Wandsworth",525498.714499647,174409.562587263,32,0.003665666061125,0.070983810709838,0.0015172264567694608
639.0,"Osiers Road, Wandsworth",525232.652417179,175058.32819338,30,0.002110471787959,0.080946450809465,0.003584479231561937
640.0,"Beryl Road, Hammersmith",523509.393057648,178076.799806383,26,0.009093250690328,0.090909090909091,0.0024859414172534893
641.0,"Clements Road, Bermondsey",534649.936013471,179162.325596779,23,0.006085984953682,0.033623910336239,0.001562440796480488
642.0,"Northfields, Wandsworth",525102.766910732,175088.101688103,28,0.00116948047859,0.038605230386052,0.0033437269106411207
643.0,"Spanish Road, Clapham Junction",526475.8882293289,174929.724783169,30,0.002238838423791,0.034869240348692,0.002372072831679131
644.0,"Stanley Grove, Battersea",528441.308746158,176230.535541311,24,0.006324528491934,0.064757160647572,0.002218213807893323
645.0,"Erin Close, Walham Green",525389.792246601,177156.325567168,24,0.007159551272734,0.093399750933998,0.003718835937620995
646.0,"Cadogan Close, Victoria Park",536788.922741171,184422.284979329,22,0.006068134284837,0.073474470734745,0.0008090549100661935
647.0,"Felsham Road, Putney",524046.750584712,175486.450276389,18,0.004979382454926,0.063511830635118,0.0019299062836349676
648.0,"Putney Rail Station, Putney",523997.028675678,175037.626175527,20,0.002669233719516,0.041095890410959,0.0036833547516330494
649.0,"Islington Green, Angel",531680.917716052,183647.92953588496,21,0.041177026064804,0.207970112079701,0.0020717959739309172
650.0,"Charing Cross Hospital, Hammersmith",523821.91958624095,177987.814643894,21,0.014574162592778,0.103362391033624,0.002211146263204855
651.0,"Charlotte Terrace, Angel",530996.0238393152,183627.629271014,25,0.007696258458975,0.082191780821918,0.0030913755919747704
652.0,"Shoreditch Court, Haggerston",533929.802634928,184006.61692029497,35,0.009239274026188,0.090909090909091,0.003372881895289318
653.0,"Belford House, Haggerston",533934.119396077,183736.646980626,39,0.005895198012654,0.043586550435866,0.004975861168157566
654.0,"Battersea Church Road, Battersea",526878.474563832,176915.383361969,25,0.011617551095952,0.107098381070984,0.0027243063792251948
655.0,"Vicarage Crescent, Battersea",526760.071994275,176455.681319585,30,0.007439768127092,0.110834371108344,0.0028054268653679307
656.0,"Durant Street, Bethnal Green",534283.922528826,182858.407738676,24,0.005298444250325,0.094645080946451,0.0031293843986815134
657.0,"St. Bride Street, Holborn",531560.00843428,181268.94346159,25,0.068773569064229,0.133250311332503,0.009673212351383777
658.0,"Mexfield Road, East Putney",524964.690992155,174625.145576211,18,0.000743971473087,0.043586550435866,0.0018119446127332765
659.0,"Upper Richmond Road, Putney",524305.33525762,174938.038491498,25,0.001494898969135,0.038605230386052,0.0036654168998550645
660.0,"Snowsfields, London Bridge",533108.06995839,179871.997654796,31,0.039216311144647,0.138231631382316,0.005815123500237836
661.0,"Barons Court Station, West Kensington",524016.55470715,178313.361838003,32,0.005181249203749,0.089663760896638,0.00461417106699807
662.0,"Disraeli Road, Putney",524018.993615108,175129.680068937,33,0.004367083107053,0.062266500622665,0.006868097425458322
663.0,"Montserrat Road , Putney",524056.676022639,175310.911432258,23,0.003763975319054,0.042341220423412,0.0030923951261873058
664.0,"Albert Bridge Road, Battersea Park",527656.9078328409,176648.10683869,20,0.009964283334436,0.122042341220423,0.0023319931313684344
665.0,"Everington Street, Fulham",523944.114034123,177553.726417047,31,0.004389159033489,0.062266500622665,0.0033165947807675456
666.0,"Mile End Stadium, Mile End",536438.640086681,181785.247416574,22,0.006271653202708,0.080946450809465,0.0020638049455420247
667.0,"Hawley Crescent, Camden Town",528858.381192666,184092.988142514,22,0.002783967948711,0.0186799501868,0.0031927749133993056
668.0,"Stewart's Road, Wandsworth Road",529472.597695643,176555.55146627,28,0.00348028260899,0.042341220423412,0.0025316431402813157
669.0,"Aylward Street, Stepney",535465.143861794,181441.368470951,22,0.002010255649374,0.033623910336239,0.002710176283668076
670.0,"Stainsby Road , Poplar",537237.022356811,181462.43582076,24,0.003537139636476,0.057285180572852,0.0018804040859765024
671.0,"Dunston Road , Haggerston",533543.388198554,183714.686692173,43,0.024944828723514,0.153175591531756,0.005920371371601265
672.0,"Ada Street, Hackney Central",534628.466270714,183654.18731591696,45,0.006869475085197,0.085927770859278,0.005411896253023332
673.0,"Victoria Park Road, Hackney Central",535052.004632654,183738.402489408,34,0.005621976079644,0.105853051058531,0.002301914120649923
674.0,"Star Road, West Kensington",524704.679373319,178007.10257746,23,0.004317054087377,0.079701120797011,0.0023569530830081873
675.0,"Wendon Street, Old Ford",536986.594305321,183746.962360402,18,0.004184083046701,0.051058530510585,0.0009989565904178679
676.0,"Finnis Street, Bethnal Green",534781.438628751,182416.87351819896,19,0.008206047553123,0.067247820672478,0.002681831989177861
677.0,"Stephendale Road, Sands End",525790.910285135,175913.165708047,48,0.003711752736709,0.11332503113325,0.004372442306496933
678.0,"Alma Road, Wandsworth",526205.592207753,174784.857993743,28,0.000575367074126,0.052303860523039,0.001989368105604337
679.0,"Walworth Square, Walworth",532245.378294074,178646.052707105,24,0.006977456571721,0.107098381070984,0.003022491989851637
680.0,"Alfreda Street, Battersea Park",528518.215031308,176744.276562119,22,0.005070791951861,0.079701120797011,0.0023977533777654065
681.0,"Putney Bridge Road, East Putney",524706.64331149,175191.967341378,29,0.003134923645348,0.041095890410959,0.00213091920632989
682.0,"St. Peter's Terrace, Fulham",524506.000857538,177073.346217675,24,0.011870522170594,0.123287671232877,0.0020535998564825894
683.0,"Bridge Avenue, Hammersmith",523033.663705887,178505.192040763,18,0.012324528584571,0.075965130759651,0.0011338738058029583
684.0,"Michael Road, Walham Green",525845.337575099,176925.250354,37,0.004090303063359,0.069738480697385,0.004305040588776185
685.0,"Duke Street Hill, London Bridge",532843.451022214,180331.671655828,21,0.091067761363646,0.307596513075965,0.0031824647504607962
686.0,"Park Lane, Mayfair",528435.158905552,180120.92323151,18,0.015946398238578,0.054794520547945,0.003776391140177914
687.0,"Plough Terrace, Clapham Junction",526848.309086552,175281.820428464,31,0.001937548927336,0.058530510585305,0.002617601058215262
688.0,"Grant Road East, Clapham Junction",527008.240544094,175570.380743949,28,0.009789606666874,0.107098381070984,0.002813777330211592
689.0,"Queensdale Road, Shepherd's Bush",523899.460339578,180136.146991908,28,0.004775545721276,0.046077210460772,0.004200375577675067
