index,x,y,station_id,residuals4,residuals3,residuals2,residuals1
"South Wharf Road, Paddington",526664.633541293,181403.820308846,179.0,0.0018885963649357268,-0.009892825939705332,-0.01506001648393912,0.011734511955840521
"Queen's Gate (South), South Kensington",526559.002243229,178632.627494549,180.0,0.0026157161615277986,-0.017381242838984817,0.04387455524641201,-0.021348004111299973
"Nutford Place, Marylebone",527460.486927958,181331.291421897,181.0,-0.007328534316930216,0.008175941913134714,-0.010166954208573886,-0.01815606847981842
"Claremont Square, Angel",531202.069068396,183110.957590196,182.0,-0.01499189712340131,-0.02766762375013832,-0.10506524053753796,-0.05784751280738359
"Rampayne Street, Pimlico",529723.308905381,178436.145001294,183.0,0.004123386350207939,0.007545510435231349,0.030233902088867864,0.013277956870902385
"Hyde Park Corner, Hyde Park",528253.5404670868,179860.525259688,184.0,0.001995849844721856,-0.002552565250675265,0.11345053957564444,0.02274555433926831
"Wardour Street, Soho",529636.432207768,180937.78457732496,185.0,0.03230524298702359,0.018631822114033657,0.19177476158720427,0.013771200563368224
"Bankside Mix, Bankside",531943.749460692,180257.006891544,186.0,-0.0043202936655290375,0.026952214746421836,-0.005317878608377569,0.013378519732323096
"Hop Exchange, The Borough",532534.555103748,180143.192025156,187.0,0.049186196918159154,0.05901730556683438,0.23879184440373247,0.14403456536292744
"Milroy Walk, South Bank",531524.092407202,180391.850878413,188.0,0.00181987419535512,0.010893314594707021,0.00862791214099301,0.011160885160205858
"Union Street, The Borough",532069.658287602,180024.714859238,189.0,0.014046388322429972,0.012370271789690034,0.04565703200944757,0.017600281984608543
"Stamford Street, South Bank",531153.286373143,180209.500398367,190.0,0.012996474910658029,0.011317860811440414,0.04033309697760201,0.05567315542242075
"Great Tower Street, Monument",533126.373362202,180800.83775828,191.0,0.0258392629568693,0.04064914989463529,0.16613112723732837,0.15712182620934226
"LMU Commercial Road, Whitechapel",534287.444649973,181316.894892878,192.0,0.023140738222565085,0.010237571239000928,0.12490758150390577,0.04176144469671669
"Dorset Square, Marylebone",527674.0590039712,182007.070686502,193.0,0.01780656202346316,0.017732132407571,0.08777093973436512,0.11702888120371314
"Leman Street, Aldgate",534060.290791135,181039.61063384,194.0,0.025492701938784824,0.015674213059663315,0.11987418558261193,0.0682252830266117
"West Smithfield Rotunda, Farringdon",531868.657104571,181633.08422143097,195.0,0.027088438569661234,0.03825008062362801,0.12417079908307171,0.08193167688574737
