index,x,y,station_id,residuals4,residuals3,residuals2,residuals1
"Margery Street, Clerkenwell",531037.147665002,182542.454941816,196.0,0.0008911746403246004,-0.005151495128950596,-0.02404309963998516,-0.008598475588781157
"New Road 1 , Whitechapel",534507.422829386,181691.389809923,197.0,0.006533903212336371,0.010006344315494471,0.0399875506367425,-0.0009346046550551268
"Grosvenor Crescent, Belgravia",528277.444849485,179664.470869623,198.0,-0.03201340144279851,-0.03382427869131287,-0.2089666873847278,-0.12062570557247472
"Mallory Street, Marylebone",527310.826970086,182268.95580047497,199.0,-0.017247773878798455,0.0034499243700129856,-0.06637849878738301,-0.03284881477431946
"Denyer Street, Knightsbridge",527477.461111339,178777.525079323,200.0,-0.007381610453822501,0.015656256816501585,-0.056344916882541674,0.015666836312899807
"Hinde Street, Marylebone",528325.657863489,181387.052068158,201.0,0.008683475471010033,0.01267592233872128,0.07937515293534975,0.012665886306997831
"Cadogan Place, Knightsbridge",527957.837167536,178907.833411657,202.0,-0.017501877992936257,-0.0050329195288140935,-0.11570034039120225,-0.039322960838124386
"Campden Hill Road, Notting Hill",525091.384817602,180166.143604028,203.0,-0.01366202238534586,-0.024418842369489307,-0.09084638321144696,-0.06148312790772137
"Wellington Arch, Hyde Park",528535.927175294,179822.896894285,204.0,0.004168532516365096,0.017389212266158874,0.04355700457443204,0.01050321490874688
"Endsleigh Gardens, Euston",529782.690611872,182538.89179631,205.0,0.009434962180080338,-0.004896835144965771,0.026681973866154673,0.04747834551471472
"Moorfields, Moorgate",532732.409357985,181749.213355026,206.0,0.005891762144222108,0.0773910366880613,0.13797792951261767,0.142792055003466
"Old Brompton Road, South Kensington",526365.155519369,178462.531538867,207.0,0.002192178356041165,-0.0088214490754915,0.04716384873969828,0.022937502296500795
"Wormwood Street, Liverpool Street",533151.297651347,181439.85332356696,208.0,0.0306902368192956,0.06433736389208224,0.2677752586397986,0.21895117650483678
"St. Luke's Church, Chelsea",527128.312897788,178336.476193274,209.0,-0.00170307975501785,0.012258917250340291,0.07164035591330631,0.04532875242093948
"Bramham Gardens, Earl's Court",525732.222736522,178351.052956677,210.0,0.0034903446668957602,-0.0025153926543680805,0.05325456745573312,0.05085872314962846
"Chelsea Green, Chelsea",527383.891920588,178455.889481883,211.0,-0.0045400116878172615,-0.0003611844865737922,-0.045157023774845706,-0.015011453545989387
"Horseferry Road, Westminster",529878.270392124,178981.75957877,212.0,0.006526304053683152,0.05433691833321844,0.13258692720174584,0.06573885708064307
"Knightsbridge, Hyde Park",528129.2838158,179812.903910141,213.0,-0.031204429151862268,-0.03228912504336822,-0.16536704281987574,-0.11534329090045477
"Rodney Road , Walworth",532680.057630752,178673.965752865,214.0,0.007392907368405251,0.003987861120333431,-0.006127751188591268,0.00820765397071535
"Queensway, Kensington Gardens",525882.508937345,180601.864395732,215.0,0.005757303882181895,-0.004946522340942325,0.03972484553024122,0.03807322532480471
"Notting Hill Gate Station, Notting Hill",525259.0132191529,180477.361954312,216.0,-0.014682820701967567,-0.022423248313836325,-0.048388682385354875,-0.030955316540974942
"Charles II Street, West End",529738.507606393,180483.196395998,217.0,-0.03359752710372636,-0.00027189648172434855,-0.17233104993704243,-0.030900887663742133
"Great Percy Street, Clerkenwell",530819.030197115,182797.378879076,218.0,-0.006725815622830492,-0.012748432523307138,-0.04824267187973302,-0.05248339697500881
"St. James's Square, St. James's",529553.861303624,180370.20947413496,219.0,0.046410440214088806,0.10856054451945424,0.34032093254346674,0.19986598614277015
"Whitehall Place, Strand",530350.047100899,180297.03347743297,220.0,0.02819946050156471,0.0704221407831965,0.17553906013406784,0.13094071447139163
"Poured Lines, Bankside",531737.364889554,180339.272085645,221.0,-0.0016859480265826801,-0.008388524051277938,-0.026562312886190487,-0.02853874103088168
"Queen's Gate (Central), South Kensington",526530.1502214068,178794.738917347,222.0,-0.014451747373495194,-0.009473414640711327,-0.03712935353465607,0.006214161347248864
"Carey Street, Holborn",531048.383483347,181255.54917146,223.0,-0.00582832929973316,0.003765968982441574,-0.04030514445586533,-0.033599784930406544
"Pall Mall East, West End",529824.134111064,180411.33922745296,224.0,0.019478174938280197,0.020505690461265408,0.11569812557250864,0.003171185126711315
"Liverpool Road (N1 Centre), Angel",531386.890353479,183429.782814412,225.0,0.014734847404905133,-0.027428243049452017,-0.0052174618425449015,-0.07591480922905787
"Kennington Road  , Vauxhall",531224.160973954,179107.646730387,226.0,-0.001205514173398571,-0.002821365589961832,-0.03269101377190883,-0.0171247554116353
"Fashion Street, Whitechapel",533767.128070561,181699.749870945,227.0,-0.00022755440483215872,-0.006839726382001532,-0.01873887055497922,-0.04534205430454497
"Dock Street, Wapping",534163.420784943,180754.328162596,228.0,0.01757832177699428,0.020555777217207766,0.08890318382808868,0.061986771237140706
"Frampton Street, Paddington",526707.207544412,182078.802399312,229.0,-0.006070268274288453,-0.004194834922888447,-0.029958932273197125,-0.04202068080655134
"Warren Street Station, Euston",529268.3702029609,182259.483282503,230.0,0.010465576735080008,0.03257707736075586,0.13297438699704844,0.034043531951568506
"Beaumont Street, Marylebone",528352.5876658108,181957.37977719496,231.0,0.007068472601552564,0.01079094725997622,0.053637675549909974,0.012398123389973217
"Gloucester Street, Pimlico",529257.631756226,178537.657306535,232.0,0.0052179904591171875,-0.01453338132563918,-0.008782088622522555,0.006094828625631918
"Earnshaw Street , Covent Garden",529951.476209893,181353.246090646,233.0,0.0040653550765278185,-0.011620467408668914,-0.012904179829269613,-0.08482993980444356
"Grosvenor Road, Pimlico",529088.420045066,177898.645713368,234.0,-0.007137802335584729,-0.0069587552764284995,-0.03834158685841063,-0.015669762877680952
"Berry Street, Clerkenwell",531906.610821598,182158.26752292697,235.0,0.007065550601003799,0.03988364299105822,0.10053746849836828,0.054163254708769246
"St. John's Wood Church, The Regent's Park",527209.268562311,182881.212777497,236.0,-0.014861678538489697,-0.02502198371569679,-0.0848798994325852,-0.05944327674316846
"Triangle Car Park, Hyde Park",527077.115423415,180189.082811192,237.0,0.0035691908933787875,-0.014405834084644136,0.024794966237277227,-0.021297406533783883
"Harper Road, The Borough",532250.182907173,179462.370708107,238.0,0.012499094488793095,-0.0036533041349884297,0.013375163139379642,-0.008661327561721069
"Royal Avenue 1, Chelsea",527649.071286504,178379.093857988,239.0,-0.012013498007336365,-0.010384791877299715,-0.07880124922142062,-0.03754987917497505
"Brushfield Street, Liverpool Street",533363.4984191072,181740.108926504,240.0,0.027279581582314694,0.04787608086911257,0.17981181209994573,0.09225314712746263
"Shoreditch Park, Hoxton",532822.8577306849,183416.00706868496,241.0,0.015229339359626348,-0.0024901791306078617,0.03189099104394208,0.028252236642765327
"Chadwell Street, Angel",531446.775636479,182988.91169771296,242.0,0.015447805641387771,-0.0025420398586392876,0.048964179393068935,0.023133364028299325
"Clifton Road, Maida Vale",526387.264085368,182304.75110364,243.0,0.003828511185997415,-0.0004473617814312906,0.01780334213568155,0.01614069169580641
"Houghton Street, Strand",530779.994339956,181091.700656467,244.0,-0.00641425676512683,-0.0025207409313616896,-0.00930700440195359,-0.04566407972778451
"Westminster University, Marylebone",528101.806733829,182015.12809722897,245.0,-0.004968919718066671,-0.0007003905039354857,-0.0396311396869497,-0.02571625411023548
"Kensington Gore, Knightsbridge",526513.38199593,179642.052516044,246.0,-0.015347927540176203,-0.021232582992121617,-0.04027390298227193,-0.07411010732173176
"Bourne Street, Belgravia",528303.371419808,178501.776306649,247.0,0.005332941747719113,0.002533092788201678,0.03355563685795171,0.033814735430432424
"Broadwick Street, Soho",529470.834386608,181062.155392687,248.0,0.010811274024319716,-0.009590357347355999,0.010009617827013262,-0.029000552047541178
"Princes Square, Bayswater",525597.81643754,180945.53857725696,249.0,-0.0017946425002455836,-0.0017615620134255345,-0.02321378875142123,-0.008245052906942933
"LSBU (Borough Road), Elephant & Castle",531762.724052651,179468.034354633,250.0,-0.0004116927875226564,-0.008709084950367768,-0.027586583411127408,-0.030526047275978768
"St. Mary Axe, Aldgate",533279.129016535,181225.929839296,251.0,-0.0036382526237651105,0.023709872557937106,0.06982712734712213,0.0361394551034019
"Tysoe Street, Clerkenwell",531263.4599354409,182525.925944058,252.0,0.01941308644738008,0.010817110526894564,0.11744822602684266,0.004835830173175959
"Southwick Street, Paddington",527124.741573209,181256.26145521496,253.0,0.006523531512491097,-0.0007399367994156414,0.03548309825457466,0.026004619648036353
"Queen's Gate (North), Kensington",526401.339069635,179578.702760931,254.0,-0.016935339001278114,-0.021728577955114146,0.013174188279555854,-0.06679390165672162
"Regency Street, Westminster",529761.550574782,178666.076604599,255.0,0.0016664933336373415,0.034983801787442204,0.06676408739825151,0.056275997750648926
"Belgrave Road, Victoria",528929.423250168,178765.647325134,256.0,-0.010345973078956211,-0.009463675391876293,-0.07432646255517464,-0.017372950013893357
"Empire Square, The Borough",532689.115230953,179720.999776294,257.0,0.010091858253492784,0.01739060160701976,0.0422911513815038,0.038704812821997975
"Kennington Lane Rail Bridge, Vauxhall",530455.409018997,178047.635471394,258.0,0.026574108929805093,0.015905729542654908,0.10718417754853449,0.09688040857261734
"London Zoo,  The Regent's Park",527962.575817052,183488.348757569,259.0,-0.009047387581469874,-0.023882929311952954,-0.0885524356597389,-0.05717415842986902
"Baylis Road, Waterloo",531228.094175083,179745.338612054,260.0,0.03676725617143041,0.026466099250508857,0.14354709766943463,0.12871413384988606
"Belvedere Road 1, South Bank",530943.8233438468,180264.190373627,261.0,-0.01896784089535225,-0.05813206107556701,-0.15888587946296695,-0.10330268853136786
"Warwick Road, Olympia",524678.476418857,179056.093711169,262.0,0.0031643339859483907,-0.012861279870518917,0.020888107890501245,0.01338642265297331
"Barbican Centre, Barbican",532460.421009479,181843.479263434,263.0,0.02731159175650836,0.01736233893954676,0.14973168438670575,0.02467281360366845
"Lower Thames Street, Monument",532993.500487997,180673.92133109696,264.0,-0.02156953209813895,-0.010614688677315576,-0.12032824517518685,-0.02171776301128686
"Kensington Church Street, Kensington",525611.606476568,179793.844600944,265.0,0.00734750349054911,-0.013122769974335702,0.041694554807828965,0.023287921217624893
"Tooley Street, Bermondsey",533374.215434521,180036.670236768,266.0,0.034224133231773146,0.01755426649326685,0.1592069885257993,0.08230187825303481
"North Wharf Road, Paddington",526606.347083735,181546.091769202,267.0,-0.01462933417073307,-0.0035529074803421837,-0.05893366741234071,-7.044860301455569e-05
"Royal Avenue 2, Chelsea",527672.057006847,178391.936651278,268.0,0.0027078567653670213,0.0018238636848549108,0.05879170477883722,0.017707988839393785
"Smith Square, Westminster",530080.276029645,179091.96021016,269.0,0.0010526937498384244,0.06414571671248892,0.07507665248991416,0.057194633554691704
"Kingsway, Covent Garden",530658.991817422,181178.25959797896,270.0,-0.01244308570066318,-0.009412406789991942,-0.0741640328307326,-0.0527508449576676
"Lambeth North Station, Waterloo",531142.778766004,179490.773244579,271.0,0.006092853805181049,-0.01644625284384812,-0.0344895200699091,-0.04744834469354503
"St. John's Wood Road, St. John's Wood",526715.445796525,182516.336506941,272.0,-0.009607463627645287,-0.012846300378745054,-0.05346056304448653,-0.03581586091909297
"Bedford Way, Bloomsbury",529947.130991815,182193.04286283,273.0,-0.041719484674546725,-0.04577429524603516,-0.25659221619366007,-0.1023518579265238
"Elizabeth Bridge, Victoria",528706.229258554,178678.888167061,274.0,-0.0019583935512268585,-0.006699288846681743,-0.014349000932119604,-0.029115569332390595
"South Audley Street, Mayfair",528393.345297731,180537.311674156,275.0,-0.01043268190392383,-0.019747470030118917,-0.08064268312423324,-0.046016412168105196
"St Mary's Hospital, Paddington",526990.94435636,181505.040061418,276.0,0.010923285517040117,0.03191160220417587,0.08826489098020174,0.09991297372815029
"Claverton Street, Pimlico",529377.006550319,177850.660081647,277.0,0.003925091721071895,-0.005155651238604102,-0.012957574536286015,-0.025624481490360736
"Montpelier Street, Knightsbridge",527430.350505321,179364.30656532,278.0,-0.004848648400562906,0.001087661448027584,-0.029098608011046107,-0.0004115717486743442
"Kensington Olympia Station, Olympia",524387.073439414,179214.082547476,279.0,-0.00876912136139699,-0.01229036687152112,-0.03151854419066069,-0.02960068781283512
"St. George's Square, Pimlico",529541.70469763,178235.1405075,280.0,0.006412446476639723,0.008623548210041444,0.026990238068525074,0.01974121625683739
"Swan Street, The Borough",532479.381305563,179654.395023894,281.0,-0.0011861381374148189,0.005058439186680183,0.022306422466946807,-0.0121868101468747
"Knaresborough Place, Earl's Court",525710.190377024,178741.70504707,282.0,-0.012121551353435192,-0.012660253024920742,-0.06885240836132936,-0.023230457227830265
"Geraldine Street, Elephant & Castle",531573.890453137,179164.502643371,283.0,-0.005674637147958534,-0.01866739368335941,-0.09200956126942815,-0.05580430774369065
"Curlew Street, Shad Thames",533762.907491536,179906.554253719,284.0,0.019695829257948848,0.0296738070658618,0.09778060241859199,0.04758853671538481
"Vincent Square, Westminster",529429.859794552,178872.826237584,285.0,-0.0076484121295965594,0.00783284289292845,-0.03321504320052769,-0.004793729068314906
"Serpentine Car Park, Hyde Park",526894.279173758,180035.204849575,286.0,0.009648072273703963,0.012875582121096883,0.050390195797586024,0.10293716895865711
"Marylebone Lane, Marylebone",528596.385022566,181161.727588572,287.0,0.009958533629725166,0.022324770832339358,0.07013743034450934,0.008744428738049231
"Putney Pier, Wandsworth",523981.347640614,175731.068984751,288.0,-0.008199708011150948,-0.017652567662328998,-0.023630735190128205,-0.000632207561260395
"Albert Gate, Hyde Park",527911.816687462,179831.385320605,289.0,0.005196237932033731,0.0024750921063619383,0.08030481625731234,0.024294759253336726
"Rathbone Street, Fitzrovia",529493.526350145,181562.256320978,290.0,0.002009524428037413,0.0132241194573791,0.02397908230092749,0.011154766824796047
"Black Lion Gate, Kensington Gardens",525854.630698225,180547.64085144296,291.0,-0.00039557592311968703,-0.0171996024088237,0.024107706227999626,0.023801442536371065
"Long Lane , Bermondsey",532979.212309267,179535.924795114,292.0,0.012623107819744406,0.015866407796266545,0.03793888611031049,0.041632748616537624
"Embankment (Savoy), Strand",530627.661889436,180644.021560314,293.0,-0.0124483600301463,-0.007781683121744799,-0.08881567423676157,-0.04416295546068316
"Black Prince Road, Vauxhall",530832.7912145188,178558.958433432,294.0,0.02838981836163198,0.002597676982185394,0.08621338890186225,0.016883076513544218
"Foley Street, Fitzrovia",529112.4697208392,181670.448515748,295.0,-0.005127390796139535,0.01939826484807192,0.022480012435728475,0.018468679014711345
"Grove End Road, St. John's Wood",526570.164029525,182907.464595484,296.0,-0.00866373955889298,-0.008172818456676714,-0.03104079566301668,-0.021336218037119145
"Wells Street, Fitzrovia",529289.444051606,181471.347450725,297.0,0.0076214777195790576,0.025400459158856303,0.12814384184482744,0.02921784713498729
"Tyers Gate, Bermondsey",533143.196923216,179738.747143094,298.0,0.01516265491982842,0.007545333264575422,0.054039650587030946,0.029669451901129296
"The Tennis Courts, The Regent's Park",528190.893245447,182331.23139385297,299.0,0.0037608951722615577,-0.008617252701725708,-0.010513189653767546,-0.023932253580299268
"Warwick Row, Westminster",528996.083869918,179309.082788702,300.0,0.01750772513386918,0.03510361306047853,0.15088840807332643,0.05393809272482708
"Dickens Square, Borough",532405.346721753,179257.769703716,301.0,0.008510910073541676,0.00041390042686267545,-0.0052080374587034906,-0.018898573550180063
"Sackville Street, Mayfair",529257.390937399,180657.49001910497,302.0,0.01629470670655171,0.022258125202522946,0.12130152053413357,0.017038658630944212
"Baldwin Street, St. Luke's",532695.769850672,182628.656724576,303.0,0.004378344701941782,0.011697277284157946,0.00508330148430014,-0.006289546557682962
"Queen Mother Sports Centre, Victoria",529228.514701359,178828.999206378,304.0,0.018003766886733788,0.033547494608955154,0.10816264980136095,0.055299555634244504
"Bermondsey Street, Bermondsey",533266.223608243,179398.184510463,305.0,0.006577836337221303,-0.0024843459916968798,0.0030006179612425132,0.030991995222918553
"Palissy Street, Shoreditch",533706.728881298,182580.464367328,306.0,0.006831615569326842,0.012660321472002892,0.037925434021542054,0.013542462442932328
"Clifton Street, Shoreditch",533084.230871332,182216.838550637,307.0,0.0009568502382696388,0.02244278353909552,0.01114719158598565,0.018004325638363933
"Ontario Street, Elephant & Castle",531892.291649852,179216.42446332,308.0,0.002406684103030833,-0.001646445316520223,0.0024347335396400216,-0.015366683517240257
"St. Martin's Street, West End",529888.48010631,180563.576121257,309.0,-0.006595119610899633,-0.013171320006373905,-0.06516339409222666,-0.06863489074218729
"Graham Street, Angel",531881.567152679,183233.93031686297,310.0,0.026139433628735068,0.003517763479973351,0.09996432377386788,0.047829077430875805
"New North Road 2, Hoxton",532855.730260992,183092.47238269696,311.0,-0.0008496453382967062,0.0072144608937559345,-0.03492352104176835,-0.007325962780165701
"Prince Albert Road, The Regent's Park",527652.1313379,183493.114150346,312.0,0.001465961199547141,-0.018048579752129805,0.006923975834788848,-0.00930323865571965
"Eastbourne Mews, Paddington",526437.549410361,181290.70621507696,313.0,0.017810272977908777,0.02090243778839202,0.11347757917709886,0.11811734250919154
"Bunhill Row, Moorgate",532615.993812134,181944.58046845897,314.0,0.02075574998863023,0.07325387000015882,0.19923001023999184,0.10696565481172678
"Nevern Place, Earl's Court",525421.131577464,178696.590492437,315.0,-0.024734569392862997,-0.01623067899940495,-0.12980721651710847,-0.060286904029502236
"Palace Gardens Terrace, Notting Hill",525444.356045563,180398.21377734296,316.0,-0.0029155642573837556,-0.022063695873183926,-0.0309712421349638,-0.029196699224437808
"Concert Hall Approach 1, South Bank",530861.663814897,180136.562812228,317.0,0.013522446131423643,0.0021849557536384595,0.03155877613116384,0.03906420923506766
"Tavistock Street, Covent Garden",530507.845354338,180897.667044346,318.0,-0.007860571131056912,-0.02312583798238125,-0.12340024472848177,-0.1066409545447053
"Concert Hall Approach 2, South Bank",530883.963296175,180125.663277928,319.0,0.008467868252660188,-0.01780083507412806,-0.045872494688662724,0.029145433712009894
"Pembridge Villas, Notting Hill",525174.045948433,180666.472706083,320.0,-0.008055070822059786,-0.006637193275990863,-0.026059967164075326,-0.0012324929476277419
"Risinghill Street, Angel",531065.191815069,183286.82485331,321.0,-0.009199591681088904,-0.01639465111716652,-0.08020466776212705,-0.033069013839282145
"Bank of England Museum, Bank",532792.9960242009,181233.08647799297,322.0,0.00880210794067239,-0.015482439915377906,0.03038861325125053,-0.04720675325211593
"Craven Street, Strand",530147.566194581,180460.15743804697,323.0,0.012281798533506763,0.010520592225024078,0.04631007927917252,0.010371048143304223
"London Zoo Car Park, The Regent's Park",528388.790248693,183625.46739896297,324.0,-0.008893780894115888,-0.024020430255708977,-0.08938476259664524,-0.05169059470672707
"Goswell Road (City Uni), Finsbury",531825.960412628,182746.26943878896,325.0,-0.0074845997517740265,0.018760661852862612,-0.00969368443396959,0.012524144978255464
"Flood Street, Chelsea",527365.655108793,178154.220308507,326.0,0.005974146233598043,0.007497568354088307,0.06481257276770466,0.06516731394869538
"Lower Marsh, Waterloo",531006.592034392,179599.947808138,327.0,0.01655169052821994,0.022284304444666173,0.03450933066324435,0.00915508442302436
"Grosvenor Square, Mayfair",528435.22109982,180870.18789769,328.0,0.0004901440262522136,0.02126203457405455,0.029392523396309406,0.04313698776355729
"St. George Street, Mayfair",528969.516467395,180859.020681055,329.0,-0.003321923243267199,0.023018610929830353,0.016733517193427416,0.02583043672920428
"Queen's Gate, Kensington Gardens",526430.315847876,179657.787782906,330.0,-4.4670531307678535e-05,-0.009191482662486455,0.0313262948827194,-0.019667180474050305
"Macclesfield Rd, St Lukes",532091.059347144,182883.25267080896,331.0,0.01749488733594983,0.016957611737117448,0.08652022835447465,0.06028375047073917
"Vauxhall Street, Vauxhall",530865.79156671,178128.683124772,332.0,0.018402019963336937,0.0009338330231314657,0.06419561271353036,0.0031460289331492475
"Greycoat Street , Westminster",529623.761099103,178940.242349766,333.0,-0.01259527888938488,-0.0006383583916815989,-0.07003790169829209,-0.026095223229637733
"Northumberland Avenue, Strand",530313.308745387,180315.621565248,334.0,-0.007319034971621771,-0.010501700238426614,-0.07347768868022397,-0.05807459640421957
"Clapham Common Station, Clapham Common",529364.963186607,175243.506314376,335.0,0.012593088816423167,-0.033598544679897105,-0.015058673260602617,-0.019636303201996747
"South Kensington Station, South Kensington",526865.775211088,178853.172253565,336.0,0.0015169898910092697,0.006630822909343914,0.08540638471540951,0.031133548539483497
"Howland Street, Fitzrovia",529217.876177402,181865.203048756,337.0,0.01147998390059949,0.0746030336237494,0.15660067377239448,0.1230895709160613
"High Holborn , Covent Garden",530211.908739472,181359.402136688,338.0,0.0240568167960346,0.06739010435035561,0.15514880042556534,0.08580574496725672
"Butler Place, Westminster",529528.396099563,179301.299621485,339.0,-0.007907298625637011,0.04434302077414239,0.006262198734324903,0.051762043484869374
"Howick Place, Westminster",529298.341519127,179174.273676181,340.0,0.022353796313200055,0.050832670859372917,0.1433936511086475,0.0770504146695587
"Waterloo Station 2, Waterloo",531033.929251847,180016.898368616,341.0,0.011585706463752121,-0.05496700266566401,-0.05606901588296964,-0.013807742627964803
"Royal College Street, Camden Town",529514.418883531,183576.597730752,342.0,-0.004472923810594193,-0.0013325140145091612,-0.03256847195195986,-0.03009283978995704
"Lord's, St. John's Wood",526961.1503059489,182712.826549721,343.0,-0.007275086766465381,-0.018165363238840857,-0.08145365791567323,-0.04581124848889564
"Store Street, Bloomsbury",529691.145903072,181725.905992164,344.0,-0.009358308052339524,0.03366702167032052,0.041204234636158354,-0.012159542946237473
"City Road, Angel",531880.584544073,182986.613159597,345.0,-0.0025441619752080494,0.00403065431442301,-0.019459581249285846,-0.014671859521614344
"Millennium Hotel, Mayfair",528398.38689467,180730.05447216696,346.0,-0.010813876379129922,0.015049046130445269,-0.02411347373290082,-0.0014624030791399317
"Harrowby Street, Marylebone",527471.990300373,181424.22152910897,347.0,-0.009245713142759102,-0.0008625019441912407,-0.017168969459399858,-0.03314729614058524
"Harriet Street, Knightsbridge",527858.009895075,179529.877484355,348.0,-0.00038006591629017455,0.0023452494771760146,-0.02332360470669287,-0.013019327272352305
"Paddington Green, Paddington",526744.252312046,181719.093595824,349.0,-0.016979279640413264,-0.01457151124046829,-0.09372224661764589,-0.044410049485041424
"King Edward Walk, Waterloo",531302.165095357,179337.431861626,350.0,-0.01151308963602567,-0.024699853430301833,-0.09169670395443784,-0.06862406050209006
"Sardinia Street, Holborn",530696.489183437,181260.638822737,351.0,0.006791142766127963,0.012919333485821746,0.0841008964790643,-0.010522643295564973
"Prince Consort Road, Knightsbridge",526672.972680019,179460.349689114,352.0,0.0008906015191260941,0.007184197781309815,0.1059807764544238,0.01275735949234269
"Waterloo Station 1, Waterloo",531003.068011832,180027.682049247,353.0,0.05297395241558766,0.028797493620294407,0.18458330209333795,0.19693467959957217
"Kensington Town Hall, Kensington",525420.076085254,179656.658311811,354.0,-0.011743605380940575,-0.011990334561131959,-0.03836118678533096,-0.02694121301722327
"Millbank Tower, Pimlico",530218.146614027,178658.417668458,355.0,-0.004184661514333384,0.01503158330638893,0.02397936138425419,-0.005981678136021823
"Waterloo Bridge, South Bank",531013.002480095,180177.21604380297,356.0,-0.0023632112873730876,-0.020280337749093075,-0.07454423811354705,-0.04297261564358708
"Natural History Museum, South Kensington",526497.081069987,178976.368267292,357.0,-0.009888911821904052,-0.015582985862004317,0.022881297144729,-0.03207223295904228
"Turquoise Island, Notting Hill",524938.3088286,181026.657534154,358.0,0.004977642215615641,0.005032327592063539,0.01329201510514208,0.034663220654749506
"Stanhope Gate, Mayfair",528444.706324942,180280.819053184,359.0,-0.016298773982582344,0.013219666113255476,-0.0741868336539595,-0.0017899565289499347
"Charlotte Street, Fitzrovia",529435.859250538,181712.423145548,360.0,-0.012926365697408706,-0.0059339564730746044,-0.05704355948684897,-0.046176704551977976
"Farm Street, Mayfair",528658.561522736,180562.64341074496,361.0,-0.009815342546171614,-0.002198418868572225,-0.025794899044652847,0.0015245355890703
"Frith Street, Soho",529778.084236605,181009.903150933,362.0,-0.018866918055901724,-0.04491907361137006,-0.15852507376531638,-0.1194066561860719
"Marloes Road, Kensington",525581.095152696,179053.670462504,363.0,-0.006996888691090565,-0.002642735217089273,-0.029473519977939913,-0.016599848185400466
"Moor Street, Soho",529849.140208264,181055.130034422,364.0,0.054446894994000655,0.031209673854813012,0.28133040727474545,0.022179103665737096
"Fire Brigade Pier, Vauxhall",530510.213875477,178867.820559023,365.0,0.0008001826868345024,0.013357173419784388,0.016640939913310282,0.0213938261448548
"Upper Grosvenor Street, Mayfair",528080.862826057,180629.494234184,366.0,-0.013480160175260528,-0.022683276674681688,-0.09525617740151118,-0.06336273314099714
"Buxton Street 1, Shoreditch",534075.268226057,182086.616171372,367.0,-0.007927766365636697,-0.007000010878015443,-0.06612874084173322,-0.033204537335485014
"Clifford Street, Mayfair",529007.591182872,180718.232563912,368.0,-0.010385001082045254,0.0008006126876023284,-0.04889621564622959,-0.026269534891274815
"Imperial College, Knightsbridge",526441.150737678,179401.633604209,369.0,0.00216402296310117,0.012607217178824369,0.12756612264028303,0.06313595402096693
"Snow Hill, Farringdon",531675.2939022388,181530.829574517,370.0,-0.0020561501603896595,0.011938928155507927,0.0004902743824047873,0.01985697969566405
"Aberdeen Place, St. John's Wood",526611.932306828,182236.835844915,371.0,-0.012724890976004873,-0.00706807596671121,-0.0477069108409609,-0.03094250523070851
"Cadogan Gardens, Chelsea",527840.892505705,178662.794415564,372.0,0.004200275209998029,-0.0011571738633963345,0.04165160886960728,0.01605763705415328
"Shouldham Street, Marylebone",527511.20133882,181504.742756398,373.0,0.010530145276011881,0.0049621018874992495,0.07027160713390515,0.030186475855146847
"Devonshire Terrace, Bayswater",526409.971147484,180970.18650315,374.0,0.00983706723444296,0.006611244572827383,0.06034525809604996,0.056672062021819306
"Holland Park, Kensington",524983.165573116,179689.541335373,375.0,-0.008030684627424836,-0.024548560148994633,-0.07020119608205999,-0.04694016308489875
"Brick Lane Market, Shoreditch",533883.150899115,182172.929552548,376.0,0.020927069011448682,-0.012842016397448676,0.055076179564254896,-0.016967715360797025
"George Street, Marylebone",528173.937975097,181474.88214467,377.0,-0.005340551467560444,0.00860733261637564,-0.06384843232116147,-0.019628104390927034
"Columbia Road, Shoreditch",533607.878680381,182791.32854934,378.0,0.02041924043822415,-0.001410076409805493,0.09017914875388447,0.027324729692070865
"Penfold Street, Marylebone",526936.267780939,182027.695033685,379.0,-0.011092371914914082,0.009985262701590045,-0.02932951458008899,-0.01851864825913624
"George Place Mews, Marylebone",527885.156272823,181389.693957118,380.0,-0.006244441612294618,0.010558572773981173,-0.018051065772945768,0.020906376235134153
"Palace Gate, Kensington Gardens",526113.998290017,179684.382377799,381.0,0.0011552004761231083,-0.013115533114500774,0.03872027714835846,0.0029229224151572503
"Gloucester Road Station, South Kensington",526257.913004016,178809.003147596,382.0,0.007634245217864891,-0.006911225476327602,0.08321267489885409,0.03371271822069144
"Sun Street, Liverpool Street",533031.35177328,181853.931567087,383.0,0.014845886820270025,0.01996107658957108,0.10996013567384166,0.07160953870908933
"Strata, Elephant & Castle",532009.288998847,178846.309889594,384.0,0.0280916596658679,-0.012291228527074812,0.07351731871085032,-0.0019467864910698573
"Edgware Road Station, Marylebone",527079.722842132,181700.621451251,385.0,-0.01924353660046181,-0.011350863244780275,-0.07231426737792204,-0.04345593008820563
"Rotherhithe Roundabout, Rotherhithe",535043.9849694,179595.772759078,386.0,0.008340460008928859,-0.010984739454315436,-0.015639325622756328,-0.0037077685751270156
"Cleaver Street, Kennington",531310.777499737,178268.829902327,387.0,0.0034387649439748084,-0.0048001814442949035,-0.03831292120256666,-0.019635736066203294
"Chelsea Bridge, Pimlico",528616.3104932312,177944.526276649,388.0,0.007554128143757024,-0.008181361771972434,0.009256992569115274,0.031470605884487426
"Southwark Station 1, Southwark",531597.2033910289,180046.970178531,389.0,-0.000291396565651289,-0.015423811517359942,-0.06401378203833921,-0.064400051757268
