index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance,leisure,residence,shopping,university,restaurant
"Lower Thames Street, Monument",532993.500487996963784,180673.921331096993526,264.000000000000000,532993.500487996963784,180673.921331096993526,"24",0.0174731,200.000000,48.04101,"6","1",0.1120797010,0.1232876710,0.00001,0.0348897200,0.0118272020,1.00000,1.00000,3.00000,2.00000,0.00001,0.00001
"Kensington Church Street, Kensington",525611.606476568034850,179793.844600943994010,265.000000000000000,525611.606476568034850,179793.844600943994010,"17",0.0032352,200.000000,1389.00271,"3","0",0.1170610210,0.2465753420,0.00001,0.0132542680,0.0355546380,1.00000,4.00000,3.00000,14.00000,0.00001,6.00000
"Tooley Street, Bermondsey",533374.215434520971030,180036.670236767997267,266.000000000000000,533374.215434520971030,180036.670236767997267,"27",0.0036417,200.000000,456.63210,"7","0",0.2154420920,0.4283935240,6.94083,0.0618573090,0.0736752810,4.00000,9.00000,2.00000,3.00000,0.00001,10.00000
"North Wharf Road, Paddington",526606.347083735046908,181546.091769202001160,267.000000000000000,526606.347083735046908,181546.091769202001160,"25",0.0047394,200.000000,807.21505,"7","2",0.1320049810,0.1780821910,20.10733,0.0313271460,0.0206389360,0.00001,4.00000,0.00001,1.00000,0.00001,4.00000
"Royal Avenue 2, Chelsea",527672.057006846996956,178391.936651277996134,268.000000000000000,527672.057006846996956,178391.936651277996134,"10",0.0159770,200.000000,1773.40035,"4","0",0.0983810710,0.2303860520,18.15929,0.0201883180,0.0310502030,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Smith Square, Westminster",530080.276029644999653,179091.960210160003044,269.000000000000000,530080.276029644999653,179091.960210160003044,"18",0.0038824,200.000000,916.37946,"8","0",0.1618929010,0.2764632620,0.00001,0.0957511180,0.0304682190,0.00001,0.00001,2.00000,1.00000,0.00001,0.00001
"Kingsway, Covent Garden",530658.991817421978340,181178.259597978991223,270.000000000000000,530658.991817421978340,181178.259597978991223,"16",0.0095917,200.000000,995.66256,"4","0",0.0423412200,0.1232876710,0.00001,0.0196845170,0.0162699040,0.00001,0.00001,1.00000,1.00000,0.00001,4.00000
"Lambeth North Station, Waterloo",531142.778766004019417,179490.773244579002494,271.000000000000000,531142.778766004019417,179490.773244579002494,"20",0.0050147,200.000000,1263.86494,"7","1",0.0784557900,0.2092154420,1.55999,0.0174563080,0.0423072350,1.00000,3.00000,2.00000,9.00000,0.00001,6.00000
"St. John's Wood Road, St. John's Wood",526715.445796524989419,182516.336506941006519,272.000000000000000,526715.445796524989419,182516.336506941006519,"35",0.0047221,200.000000,2676.24874,"2","0",0.0547945200,0.1232876710,0.00001,0.0019563530,0.0198669040,0.00001,2.00000,5.00000,0.00001,0.00001,0.00001
"Bedford Way, Bloomsbury",529947.130991815007292,182193.042862830014201,273.000000000000000,529947.130991815007292,182193.042862830014201,"23",0.0063094,200.000000,1466.13079,"9","0",0.0672478200,0.1830635110,26.51910,0.0277507780,0.0229035140,2.00000,6.00000,14.00000,3.00000,7.00000,6.00000
"Elizabeth Bridge, Victoria",528706.229258554056287,178678.888167060998967,274.000000000000000,528706.229258554056287,178678.888167060998967,"34",0.0069542,200.000000,1141.30132,"23","0",0.1320049810,0.2665006220,14.13992,0.0358221670,0.0476236300,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"South Audley Street, Mayfair",528393.345297730993479,180537.311674155993387,275.000000000000000,528393.345297730993479,180537.311674155993387,"15",0.0033812,200.000000,659.51292,"0","0",0.0535491900,0.1207970110,0.00001,0.0172866260,0.0134214330,0.00001,1.00000,8.00000,3.00000,0.00001,2.00000
"St Mary's Hospital, Paddington",526990.944356360007077,181505.040061417996185,276.000000000000000,526990.944356360007077,181505.040061417996185,"20",0.0035390,200.000000,1842.58904,"5","0",0.1905354910,0.2814445820,7.99501,0.0514697160,0.0417443210,2.00000,5.00000,0.00001,6.00000,0.00001,4.00000
"Claverton Street, Pimlico",529377.006550319027156,177850.660081646987237,277.000000000000000,529377.006550319027156,177850.660081646987237,"32",0.0042643,200.000000,1733.24733,"1","0",0.0523038600,0.1457036110,0.00001,0.0099929750,0.0281177960,1.00000,0.00001,0.00001,0.00001,0.00001,0.00001
"Montpelier Street, Knightsbridge",527430.350505321053788,179364.306565320002846,278.000000000000000,527430.350505321053788,179364.306565320002846,"16",0.0022509,200.000000,1073.56502,"2","0",0.1095890410,0.2353673720,0.00001,0.0343154950,0.0281745120,5.00000,7.00000,2.00000,43.00000,0.00001,15.00000
"Kensington Olympia Station, Olympia",524387.073439414030872,179214.082547475991305,279.000000000000000,524387.073439414030872,179214.082547475991305,"25",0.0030365,200.000000,2156.89909,"2","1",0.0597758400,0.1394769610,17.28412,0.0020146080,0.0184171690,0.00001,1.00000,1.00000,1.00000,0.00001,0.00001
"St. George's Square, Pimlico",529541.704697630018927,178235.140507500007516,280.000000000000000,529541.704697630018927,178235.140507500007516,"16",0.0025014,200.000000,3435.41718,"7","1",0.1357409710,0.2515566620,0.00001,0.0247909570,0.0462530140,1.00000,2.00000,4.00000,7.00000,0.00001,4.00000
"Swan Street, The Borough",532479.381305563030764,179654.395023894001497,281.000000000000000,532479.381305563030764,179654.395023894001497,"27",0.0062945,200.000000,2936.82430,"8","1",0.0958904110,0.2204234120,21.24031,0.0180187420,0.0358960460,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Knaresborough Place, Earl's Court",525710.190377024002373,178741.705047069990542,282.000000000000000,525710.190377024002373,178741.705047069990542,"18",0.0030358,200.000000,2923.42657,"1","0",0.0635118300,0.1432129510,10.46728,0.0035730800,0.0220001570,2.00000,5.00000,4.00000,10.00000,1.00000,6.00000
"Geraldine Street, Elephant & Castle",531573.890453136991709,179164.502643371000886,283.000000000000000,531573.890453136991709,179164.502643371000886,"17",0.0041890,200.000000,1272.25320,"3","0",0.0298879200,0.0821917800,8.05951,0.0056583080,0.0190464540,0.00001,2.00000,3.00000,0.00001,0.00001,0.00001
"Curlew Street, Shad Thames",533762.907491535996087,179906.554253718990367,284.000000000000000,533762.907491535996087,179906.554253718990367,"21",0.0030271,200.000000,3897.13598,"2","0",0.1232876710,0.2677459520,3.59440,0.0315098070,0.0526413920,0.00001,2.00000,2.00000,2.00000,0.00001,6.00000
"Vincent Square, Westminster",529429.859794551972300,178872.826237583998591,285.000000000000000,529429.859794551972300,178872.826237583998591,"19",0.0049704,200.000000,2486.50997,"3","0",0.0660024900,0.1170610210,0.00001,0.0166719420,0.0181825560,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Serpentine Car Park, Hyde Park",526894.279173757997341,180035.204849575005937,286.000000000000000,526894.279173757997341,180035.204849575005937,"18",0.0022352,200.000000,12.90083,"0","0",0.1693648810,0.1955168120,21.19057,0.0386112960,0.0254110850,0.00001,5.00000,0.00001,0.00001,0.00001,0.00001
"Marylebone Lane, Marylebone",528596.385022565955296,181161.727588571986416,287.000000000000000,528596.385022565955296,181161.727588571986416,"24",0.0103932,200.000000,775.55626,"6","2",0.1369863010,0.3038605230,18.75025,0.0555208370,0.0427416470,1.00000,2.00000,0.00001,14.00000,0.00001,1.00000
"Putney Pier, Wandsworth",523981.347640614025295,175731.068984751007520,288.000000000000000,523981.347640614025295,175731.068984751007520,"28",0.0019369,200.000000,1177.15797,"5","0",0.0958904110,0.1668742210,140.56428,0.0052757650,0.0223644120,0.00001,3.00000,1.00000,0.00001,0.00001,0.00001
"Albert Gate, Hyde Park",527911.816687462036498,179831.385320605011657,289.000000000000000,527911.816687462036498,179831.385320605011657,"34",0.0072141,200.000000,602.22057,"0","0",0.1207970110,0.2789539220,6.62209,0.0341162600,0.0307412500,0.00001,2.00000,3.00000,5.00000,0.00001,5.00000
"Rathbone Street, Fitzrovia",529493.526350144995376,181562.256320977990981,290.000000000000000,529493.526350144995376,181562.256320977990981,"16",0.0047169,200.000000,927.06404,"0","0",0.0846824400,0.1917808210,13.54501,0.0355199960,0.0241147090,0.00001,2.00000,0.00001,4.00000,0.00001,5.00000
"Black Lion Gate, Kensington Gardens",525854.630698224995285,180547.640851442993153,291.000000000000000,525854.630698224995285,180547.640851442993153,"24",0.0091596,200.000000,515.95170,"6","1",0.1693648810,0.3088418430,12.91281,0.0310121960,0.0400743390,0.00001,7.00000,5.00000,7.00000,0.00001,12.00000
"Long Lane , Bermondsey",532979.212309267022647,179535.924795113998698,292.000000000000000,532979.212309267022647,179535.924795113998698,"20",0.0030777,200.000000,2932.98936,"2","0",0.1108343710,0.1905354910,4.26839,0.0205922270,0.0392931000,1.00000,0.00001,0.00001,5.00000,0.00001,1.00000
"Embankment (Savoy), Strand",530627.661889435956255,180644.021560313994996,293.000000000000000,530627.661889435956255,180644.021560313994996,"41",0.0124664,200.000000,249.42990,"5","0",0.0933997500,0.1780821910,29.98743,0.0390517180,0.0249943880,1.00000,4.00000,5.00000,7.00000,0.00001,7.00000
"Black Prince Road, Vauxhall",530832.791214518947527,178558.958433432009770,294.000000000000000,530832.791214518947527,178558.958433432009770,"19",0.0035176,200.000000,1958.42751,"3","0",0.0871731000,0.2366127020,5.66008,0.0149305310,0.0521848250,0.00001,2.00000,0.00001,2.00000,0.00001,0.00001
"Foley Street, Fitzrovia",529112.469720839057118,181670.448515747993952,295.000000000000000,529112.469720839057118,181670.448515747993952,"24",0.0067049,200.000000,1882.55455,"0","0",0.1133250310,0.2378580320,0.00001,0.0435802520,0.0274266490,1.00000,7.00000,3.00000,7.00000,0.00001,12.00000
"Grove End Road, St. John's Wood",526570.164029525010847,182907.464595483994344,296.000000000000000,526570.164029525010847,182907.464595483994344,"20",0.0016064,200.000000,2474.50096,"5","0",0.0610211700,0.1357409710,0.00001,0.0050846730,0.0196596780,0.00001,2.00000,2.00000,0.00001,0.00001,0.00001
"Wells Street, Fitzrovia",529289.444051605998538,181471.347450725006638,297.000000000000000,529289.444051605998538,181471.347450725006638,"38",0.0089506,200.000000,800.45839,"1","0",0.1369863010,0.3599003730,0.00001,0.0576399490,0.0388607810,2.00000,3.00000,1.00000,17.00000,0.00001,10.00000
"Tyers Gate, Bermondsey",533143.196923215989955,179738.747143093991326,298.000000000000000,533143.196923215989955,179738.747143093991326,"36",0.0069617,200.000000,1755.58354,"1","0",0.1145703610,0.2303860520,26.58437,0.0245733220,0.0432895260,0.00001,1.00000,0.00001,0.00001,0.00001,4.00000
"The Tennis Courts, The Regent's Park",528190.893245446961373,182331.231393852998735,299.000000000000000,528190.893245446961373,182331.231393852998735,"16",0.0019995,200.000000,74.64988,"0","0",0.0373599000,0.1270236610,0.00001,0.0157629980,0.0182066330,0.00001,7.00000,0.00001,0.00001,0.00001,0.00001
"Warwick Row, Westminster",528996.083869918016717,179309.082788702013204,300.000000000000000,528996.083869918016717,179309.082788702013204,"21",0.0049136,200.000000,398.53643,"12","1",0.1942714810,0.4047322540,28.23468,0.0775555380,0.0549800780,0.00001,0.00001,1.00000,5.00000,0.00001,2.00000
"Dickens Square, Borough",532405.346721753012389,179257.769703716010554,301.000000000000000,532405.346721753012389,179257.769703716010554,"32",0.0053678,200.000000,2392.84772,"0","0",0.0473225400,0.1357409710,0.00001,0.0071781970,0.0316116030,0.00001,0.00001,0.00001,2.00000,0.00001,0.00001
"Sackville Street, Mayfair",529257.390937399002723,180657.490019104996463,302.000000000000000,529257.390937399002723,180657.490019104996463,"18",0.0039438,200.000000,279.46808,"8","0",0.1257783310,0.3561643830,55.31635,0.0569394600,0.0463491910,1.00000,2.00000,0.00001,32.00000,0.00001,6.00000
"Baldwin Street, St. Luke's",532695.769850671989843,182628.656724575994303,303.000000000000000,532695.769850671989843,182628.656724575994303,"21",0.0047760,200.000000,1600.00791,"10","1",0.1531755910,0.3088418430,5.89943,0.0526911290,0.0520332660,6.00000,2.00000,2.00000,13.00000,0.00001,7.00000
"Queen Mother Sports Centre, Victoria",529228.514701358973980,178828.999206378008239,304.000000000000000,529228.514701358973980,178828.999206378008239,"26",0.0069365,200.000000,3419.59380,"4","0",0.1394769610,0.2814445820,0.00001,0.0403688830,0.0510467180,0.00001,1.00000,2.00000,0.00001,0.00001,2.00000
"Bermondsey Street, Bermondsey",533266.223608243046328,179398.184510463004699,305.000000000000000,533266.223608243046328,179398.184510463004699,"24",0.0030595,200.000000,2357.00232,"7","0",0.1481942710,0.2540473220,0.00001,0.0236082270,0.0485917180,2.00000,8.00000,2.00000,9.00000,0.00001,13.00000
"Palissy Street, Shoreditch",533706.728881297982298,182580.464367328007938,306.000000000000000,533706.728881297982298,182580.464367328007938,"26",0.0046438,200.000000,3343.82406,"0","0",0.0709838100,0.1668742210,10.80886,0.0103061010,0.0315893040,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Clifton Street, Shoreditch",533084.230871331994422,182216.838550637010485,307.000000000000000,533084.230871331994422,182216.838550637010485,"24",0.0057005,200.000000,571.57604,"0","0",0.1033623910,0.1930261510,5.97817,0.0508150000,0.0244646430,1.00000,3.00000,1.00000,1.00000,0.00001,4.00000
"Ontario Street, Elephant & Castle",531892.291649851948023,179216.424463319999631,308.000000000000000,531892.291649851948023,179216.424463319999631,"15",0.0029729,200.000000,1603.99327,"10","1",0.1095890410,0.2328767120,9.84361,0.0277031560,0.0398364350,2.00000,0.00001,0.00001,1.00000,0.00001,1.00000
"St. Martin's Street, West End",529888.480106309987605,180563.576121257006889,309.000000000000000,529888.480106309987605,180563.576121257006889,"18",0.0056953,200.000000,403.09201,"10","0",0.0460772100,0.1531755910,6.30805,0.0246888030,0.0251987610,0.00001,0.00001,1.00000,0.00001,0.00001,1.00000
"Graham Street, Angel",531881.567152678966522,183233.930316862999462,310.000000000000000,531881.567152678966522,183233.930316862999462,"26",0.0038744,200.000000,1826.17511,"0","0",0.1120797010,0.2391033620,10.21683,0.0144584880,0.0472447030,0.00001,2.00000,0.00001,0.00001,0.00001,0.00001
"New North Road 2, Hoxton",532855.730260991957039,183092.472382696985733,311.000000000000000,532855.730260991957039,183092.472382696985733,"22",0.0040185,200.000000,2916.87996,"7","0",0.0759651300,0.1332503110,7.11213,0.0157309080,0.0306967400,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"Prince Albert Road, The Regent's Park",527652.131337899947539,183493.114150345994858,312.000000000000000,527652.131337899947539,183493.114150345994858,"24",0.0015685,200.000000,478.49107,"3","0",0.0709838100,0.1693648810,0.00001,0.0077953980,0.0221850990,0.00001,2.00000,0.00001,0.00001,0.00001,0.00001
"Eastbourne Mews, Paddington",526437.549410360981710,181290.706215076992521,313.000000000000000,526437.549410360981710,181290.706215076992521,"34",0.0056093,200.000000,2281.85722,"6","2",0.2540473220,0.3549190530,0.00001,0.0455233310,0.0578466470,3.00000,4.00000,1.00000,4.00000,0.00001,2.00000
"Bunhill Row, Moorgate",532615.993812134023756,181944.580468458996620,314.000000000000000,532615.993812134023756,181944.580468458996620,"30",0.0076443,200.000000,1084.73838,"6","0",0.2054794520,0.3897882930,12.17699,0.0998451090,0.0496606260,0.00001,2.00000,1.00000,1.00000,0.00001,0.00001
"Nevern Place, Earl's Court",525421.131577464053407,178696.590492437011562,315.000000000000000,525421.131577464053407,178696.590492437011562,"20",0.0032741,200.000000,2551.57283,"4","1",0.0485678700,0.1095890410,0.00001,0.0031105210,0.0139178720,1.00000,7.00000,0.00001,18.00000,0.00001,15.00000
"Palace Gardens Terrace, Notting Hill",525444.356045563006774,180398.213777342985850,316.000000000000000,525444.356045563006774,180398.213777342985850,"37",0.0053037,200.000000,1369.03531,"9","1",0.1108343710,0.2229140720,16.67868,0.0133041590,0.0366651140,0.00001,2.00000,3.00000,6.00000,0.00001,4.00000
"Concert Hall Approach 1, South Bank",530861.663814896950498,180136.562812227988616,317.000000000000000,530861.663814896950498,180136.562812227988616,"10",0.0202125,200.000000,329.53408,"9","0",0.1556662510,0.2615193020,3.90409,0.0432283680,0.0479091230,0.00001,0.00001,1.00000,0.00001,0.00001,2.00000
"Tavistock Street, Covent Garden",530507.845354337943718,180897.667044345987961,318.000000000000000,530507.845354337943718,180897.667044345987961,"33",0.0081596,200.000000,310.83482,"10","0",0.0423412200,0.1830635110,5.56423,0.0280684810,0.0373737720,0.00001,10.00000,3.00000,12.00000,0.00001,18.00000
"Concert Hall Approach 2, South Bank",530883.963296175003052,180125.663277927989839,319.000000000000000,530883.963296175003052,180125.663277927989839,"18",0.0371043,200.000000,329.53408,"12","0",0.1618929010,0.2067247820,3.90409,0.0268583790,0.0496846630,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Pembridge Villas, Notting Hill",525174.045948432991281,180666.472706083004596,320.000000000000000,525174.045948432991281,180666.472706083004596,"16",0.0023120,200.000000,1887.55330,"3","0",0.0722291400,0.1295143210,2.01770,0.0081622900,0.0157143200,0.00001,1.00000,1.00000,2.00000,0.00001,0.00001
"Risinghill Street, Angel",531065.191815068945289,183286.824853310012259,321.000000000000000,531065.191815068945289,183286.824853310012259,"25",0.0044951,200.000000,1442.06377,"5","0",0.0535491900,0.0921544200,0.00001,0.0040183700,0.0171933100,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
