index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,finance,food_drink,hospital,residence,leisure,shopping,school,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance1,leisure1,residence1,restaurant,university,shopping1,tube_acce
"Wells Street, Fitzrovia",529289.4441,181471.3475,297,529289.4441,181471.3475,38,0.0089506,200,2,27,1,1,3,18,1,800.45839,1,0.00001,0.136986301,0.359900373,0.00001,0.057639949,0.038860781,2,0.00001,0.00001,10,0.00001,13,0.12016
"Tyers Gate, Bermondsey",533143.1969,179738.7471,298,533143.1969,179738.7471,36,0.0069617,200,0.00001,4,0.00001,0.00001,1,0.00001,0.00001,1755.58354,1,0.00001,0.114570361,0.230386052,26.58437,0.024573322,0.043289526,0.00001,0.00001,0.00001,4,0.00001,0.00001,0.20992
"The Tennis Courts, The Regent's Park",528190.8932,182331.2314,299,528190.8932,182331.2314,16,0.0019995,200,0.00001,1,0.00001,0.00001,7,0.00001,0.00001,74.64988,0,0.00001,0.0373599,0.127023661,0.00001,0.015762998,0.018206633,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.11248
"Warwick Row, Westminster",528996.0839,179309.0828,300,528996.0839,179309.0828,21,0.0049136,200,0.00001,5,1,1,0.00001,5,0.00001,398.53643,12,1,0.194271481,0.404732254,28.23468,0.077555538,0.054980078,0.00001,0.00001,0.00001,2,0.00001,4,1.19523
"Dickens Square, Borough",532405.3467,179257.7697,301,532405.3467,179257.7697,32,0.0053678,200,0.00001,1,1,0.00001,0.00001,2,0.00001,2392.84772,0,0.00001,0.04732254,0.135740971,0.00001,0.007178197,0.031611603,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.19215
"Sackville Street, Mayfair",529257.3909,180657.49,302,529257.3909,180657.49,18,0.0039438,200,1,14,0.00001,0.00001,2,33,0.00001,279.46808,8,0.00001,0.125778331,0.356164383,55.31635,0.05693946,0.046349191,1,0.00001,0.00001,6,0.00001,29,0.11353
"Baldwin Street, St. Luke's",532695.7699,182628.6567,303,532695.7699,182628.6567,21,0.004776,200,6,19,3,2,2,15,0.00001,1600.00791,10,1,0.153175591,0.308841843,5.89943,0.052691129,0.052033266,6,1,1,7,0.00001,4,0.25252
"Queen Mother Sports Centre, Victoria",529228.5147,178828.9992,304,529228.5147,178828.9992,26,0.0069365,200,0.00001,2,0.00001,2,1,0.00001,0.00001,3419.5938,4,0.00001,0.139476961,0.281444582,0.00001,0.040368883,0.051046718,0.00001,1,1,2,0.00001,0.00001,0.34374
"Bermondsey Street, Bermondsey",533266.2236,179398.1845,305,533266.2236,179398.1845,24,0.0030595,200,2,20,2,2,8,10,1,2357.00232,7,0.00001,0.148194271,0.254047322,0.00001,0.023608227,0.048591718,2,1,2,13,0.00001,0.00001,0.11354
"Palissy Street, Shoreditch",533706.7289,182580.4644,306,533706.7289,182580.4644,26,0.0046438,200,0.00001,2,0.00001,0.00001,1,0.00001,0.00001,3343.82406,0,0.00001,0.07098381,0.166874221,10.80886,0.010306101,0.031589304,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.07147
"Clifton Street, Shoreditch",533084.2309,182216.8386,307,533084.2309,182216.8386,24,0.0057005,200,1,14,0.00001,1,3,1,0.00001,571.57604,0,0.00001,0.103362391,0.193026151,5.97817,0.050815,0.024464643,1,3,1,4,0.00001,0.00001,0.10166
"Ontario Street, Elephant & Castle",531892.2916,179216.4245,308,531892.2916,179216.4245,15,0.0029729,200,2,5,1,0.00001,0.00001,1,0.00001,1603.99327,10,1,0.109589041,0.232876712,9.84361,0.027703156,0.039836435,2,0.00001,0.00001,1,0.00001,0.00001,0.47117
"St. Martin's Street, West End",529888.4801,180563.5761,309,529888.4801,180563.5761,18,0.0056953,200,0.00001,1,1,1,0.00001,0.00001,0.00001,403.09201,10,0.00001,0.04607721,0.153175591,6.30805,0.024688803,0.025198761,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.24481
"Graham Street, Angel",531881.5672,183233.9303,310,531881.5672,183233.9303,26,0.0038744,200,0.00001,3,0.00001,0.00001,2,0.00001,0.00001,1826.17511,0,0.00001,0.112079701,0.239103362,10.21683,0.014458488,0.047244703,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06682
"New North Road 2, Hoxton",532855.7303,183092.4724,311,532855.7303,183092.4724,22,0.0040185,200,0.00001,1,0.00001,0.00001,1,1,0.00001,2916.87996,7,0.00001,0.07596513,0.133250311,7.11213,0.015730908,0.03069674,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05912
"Prince Albert Road, The Regent's Park",527652.1313,183493.1142,312,527652.1313,183493.1142,24,0.0015685,200,0.00001,0.00001,0.00001,0.00001,2,0.00001,0.00001,478.49107,3,0.00001,0.07098381,0.169364881,0.00001,0.007795398,0.022185099,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03444
"Eastbourne Mews, Paddington",526437.5494,181290.7062,313,526437.5494,181290.7062,34,0.0056093,200,3,15,0.00001,1,4,5,0.00001,2281.85722,6,2,0.254047322,0.354919053,0.00001,0.045523331,0.057846647,3,0.00001,0.00001,2,0.00001,0.00001,0.06225
"Bunhill Row, Moorgate",532615.9938,181944.5805,314,532615.9938,181944.5805,30,0.0076443,200,0.00001,6,1,1,2,1,0.00001,1084.73838,6,0.00001,0.205479452,0.389788293,12.17699,0.099845109,0.049660626,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.13787
"Nevern Place, Earl's Court",525421.1316,178696.5905,315,525421.1316,178696.5905,20,0.0032741,200,1,27,3,0.00001,7,18,0.00001,2551.57283,4,1,0.04856787,0.109589041,0.00001,0.003110521,0.013917872,1,1,0.00001,15,0.00001,1,0.26334
"Palace Gardens Terrace, Notting Hill",525444.356,180398.2138,316,525444.356,180398.2138,37,0.0053037,200,0.00001,6,0.00001,3,2,8,0.00001,1369.03531,9,1,0.110834371,0.222914072,16.67868,0.013304159,0.036665114,0.00001,0.00001,0.00001,4,0.00001,2,0.22947
"Concert Hall Approach 1, South Bank",530861.6638,180136.5628,317,530861.6638,180136.5628,10,0.0202125,200,0.00001,6,0.00001,1,0.00001,0.00001,0.00001,329.53408,9,0.00001,0.155666251,0.261519302,3.90409,0.043228368,0.047909123,0.00001,0.00001,0.00001,2,0.00001,0.00001,1.11081
"Tavistock Street, Covent Garden",530507.8454,180897.667,318,530507.8454,180897.667,33,0.0081596,200,0.00001,40,0.00001,3,10,13,0.00001,310.83482,10,0.00001,0.04234122,0.183063511,5.56423,0.028068481,0.037373772,0.00001,2,0.00001,18,0.00001,7,0.17838
"Concert Hall Approach 2, South Bank",530883.9633,180125.6633,319,530883.9633,180125.6633,18,0.0371043,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,329.53408,12,0.00001,0.161892901,0.206724782,3.90409,0.026858379,0.049684663,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1.28645
"Pembridge Villas, Notting Hill",525174.0459,180666.4727,320,525174.0459,180666.4727,16,0.002312,200,0.00001,0.00001,0.00001,1,1,2,1,1887.5533,3,0.00001,0.07222914,0.129514321,2.0177,0.00816229,0.01571432,0.00001,0.00001,0.00001,0.00001,0.00001,2,0.12336
"Risinghill Street, Angel",531065.1918,183286.8249,321,531065.1918,183286.8249,25,0.0044951,200,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.00001,1442.06377,5,0.00001,0.05354919,0.09215442,0.00001,0.00401837,0.01719331,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06788
"Bank of England Museum, Bank",532792.996,181233.0865,322,532792.996,181233.0865,16,0.0030362,200,9,34,4,10,11,16,1,42.33914,10,1,0.155666251,0.430884184,45.13002,0.058053844,0.064607751,9,1,0.00001,9,1,10,0.15596
"Craven Street, Strand",530147.5662,180460.1574,323,530147.5662,180460.1574,23,0.005787,200,7,42,3,10,23,24,0.00001,266.07926,14,2,0.229140722,0.455790784,6.30805,0.082880434,0.07138114,7,2,3,14,0.00001,9,9.19501
"London Zoo Car Park, The Regent's Park",528388.7902,183625.4674,324,528388.7902,183625.4674,36,0.0034067,200,0.00001,0.00001,0.00001,2,2,0.00001,0.00001,517.70446,3,0.00001,0.04358655,0.09339975,10.32073,0.005819514,0.015330239,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0479
"Goswell Road (City Uni), Finsbury",531825.9604,182746.2694,325,531825.9604,182746.2694,17,0.0036933,200,0.00001,1,0.00001,0.00001,0.00001,1,0.00001,2155.69751,4,0.00001,0.0871731,0.146948941,3.14903,0.031189371,0.018281235,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06605
"Flood Street, Chelsea",527365.6551,178154.2203,326,527365.6551,178154.2203,33,0.0052683,200,2,14,7,2,2,31,2,1540.0635,5,0.00001,0.179327521,0.308841843,0.00001,0.036040202,0.040473296,2,1,0.00001,9,0.00001,23,0.0593
"Lower Marsh, Waterloo",531006.592,179599.9478,327,531006.592,179599.9478,17,0.0045171,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,626.09398,4,1,0.108343711,0.221668742,5.2919,0.051408939,0.041820224,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.80495
"Grosvenor Square, Mayfair",528435.2211,180870.1879,328,528435.2211,180870.1879,17,0.0043407,200,0.00001,16,1,4,10,10,1,943.09049,0,0.00001,0.123287671,0.230386052,18.75025,0.0504481,0.0262652,0.00001,0.00001,0.00001,6,1,7,0.10293
"St. George Street, Mayfair",528969.5165,180859.0207,329,528969.5165,180859.0207,18,0.0052171,200,0.00001,4,1,1,2,7,0.00001,259.23168,5,0.00001,0.118306351,0.205479452,12.51552,0.055132302,0.020721309,0.00001,0.00001,0.00001,1,0.00001,7,0.11017
"Queen's Gate, Kensington Gardens",526430.3158,179657.7878,330,526430.3158,179657.7878,21,0.0090355,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,386.08596,7,0.00001,0.08094645,0.226650062,0.00001,0.023901696,0.027562822,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06001
"Macclesfield Rd, St Lukes",532091.0593,182883.2527,331,532091.0593,182883.2527,28,0.0054953,200,0.00001,1,0.00001,0.00001,2,1,1,2008.42053,2,0.00001,0.132004981,0.236612702,0.00001,0.028636438,0.041569761,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06207
"Vauxhall Street, Vauxhall",530865.7916,178128.6831,332,530865.7916,178128.6831,19,0.0027824,200,0.00001,2,0.00001,0.00001,0.00001,1,1,1781.33424,2,0.00001,0.0747198,0.216687422,35.43937,0.014468021,0.042028417,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.21649
"Greycoat Street , Westminster",529623.7611,178940.2423,333,529623.7611,178940.2423,17,0.0044271,200,0.00001,6,0.00001,0.00001,2,2,1,1942.0924,3,0.00001,0.04732254,0.08966376,0.00001,0.013528328,0.012665367,0.00001,1,0.00001,2,0.00001,0.00001,0.19115
"Northumberland Avenue, Strand",530313.3087,180315.6216,334,530313.3087,180315.6216,37,0.0291753,200,2,6,0.00001,9,5,5,0.00001,188.21007,4,2,0.119551681,0.236612702,16.4112,0.047931714,0.036194077,2,1,1,1,0.00001,3,1.55774
"Clapham Common Station, Clapham Common",529364.9632,175243.5063,335,529364.9632,175243.5063,21,0.0007135,200,4,30,3,1,8,9,0.00001,1005.85423,10,1,0.132004981,0.281444582,1.58724,0.009960342,0.058015954,4,1,0.00001,12,0.00001,1,0.25621
"South Kensington Station, South Kensington",526865.7752,178853.1723,336,526865.7752,178853.1723,15,0.0034898,200,4,21,3,0.00001,4,7,0.00001,971.44561,8,1,0.169364881,0.357409713,0.00001,0.046254512,0.042404183,4,1,0.00001,9,0.00001,1,1.05966
"Howland Street, Fitzrovia",529217.8762,181865.203,337,529217.8762,181865.203,30,0.0074794,200,0.00001,0.00001,0.00001,2,2,0.00001,0.00001,3070.18725,0,0.00001,0.191780821,0.302615193,7.56524,0.078710773,0.037861832,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.11998
"High Holborn , Covent Garden",530211.9087,181359.4021,338,530211.9087,181359.4021,20,0.005739,200,0.00001,2,2,0.00001,1,1,0.00001,2286.30677,6,0.00001,0.170610211,0.328767123,5.64571,0.081667506,0.054102619,0.00001,1,0.00001,1,0.00001,1,0.12669
"Butler Place, Westminster",529528.3961,179301.2996,339,529528.3961,179301.2996,18,0.0048894,200,0.00001,11,0.00001,0.00001,3,2,0.00001,1087.66682,5,1,0.150684931,0.195516812,4.07654,0.069980964,0.019748006,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.26931
"Howick Place, Westminster",529298.3415,179174.2737,340,529298.3415,179174.2737,27,0.008324,200,0.00001,1,0.00001,0.00001,0.00001,1,0.00001,1171.68225,4,0.00001,0.164383561,0.317559153,0.00001,0.073522557,0.048219979,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.48538
"Waterloo Station 2, Waterloo",531033.9293,180016.8984,341,531033.9293,180016.8984,55,0.1010416,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,387.02421,21,2,0.234122042,0.364881693,7.91992,0.018183676,0.090065633,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,6.0218
"Royal College Street, Camden Town",529514.4189,183576.5977,342,529514.4189,183576.5977,57,0.0056525,200,0.00001,1,0.00001,0.00001,1,2,1,1699.72958,4,0.00001,0.06724782,0.148194271,15.24218,0.016427185,0.024951908,0.00001,1,1,0.00001,0.00001,0.00001,0.06901
"Lord's, St. John's Wood",526961.1503,182712.8265,343,526961.1503,182712.8265,24,0.00282,200,0.00001,0.00001,0.00001,0.00001,2,0.00001,0.00001,517.02796,1,0.00001,0.02739726,0.07098381,0.00001,0.005484146,0.011433373,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04321
"Store Street, Bloomsbury",529691.1459,181725.906,344,529691.1459,181725.906,32,0.0101594,200,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.00001,711.22142,3,1,0.104607721,0.252801992,3.14904,0.068039787,0.019880202,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.12054
"City Road, Angel",531880.5845,182986.6132,345,531880.5845,182986.6132,47,0.0090959,200,1,4,0.00001,1,1,5,0.00001,2592.11693,3,0.00001,0.07721046,0.163138231,0.00001,0.015469088,0.02946012,1,0.00001,0.00001,2,0.00001,0.00001,0.06707
"Millennium Hotel, Mayfair",528398.3869,180730.0545,346,528398.3869,180730.0545,27,0.0070646,200,0.00001,4,1,1,2,5,0.00001,570.93772,1,0.00001,0.08343711,0.154420921,0.00001,0.042636594,0.011915168,0.00001,0.00001,0.00001,3,0.00001,4,0.08946
"Harrowby Street, Marylebone",527471.9903,181424.2215,347,527471.9903,181424.2215,16,0.0062963,200,1,12,5,4,11,7,0.00001,2958.92907,4,0.00001,0.05853051,0.188044831,11.92206,0.014754839,0.026619344,1,0.00001,1,8,0.00001,1,0.08282
"Harriet Street, Knightsbridge",527858.0099,179529.8775,348,527858.0099,179529.8775,25,0.0044249,200,0.00001,9,0.00001,0.00001,1,46,0.00001,1105.62858,3,1,0.0871731,0.199252802,0.00001,0.026645669,0.02587724,0.00001,0.00001,0.00001,9,0.00001,42,0.10849
"Paddington Green, Paddington",526744.2523,181719.0936,349,526744.2523,181719.0936,20,0.003249,200,0.00001,2,0.00001,1,2,0.00001,0.00001,1426.89602,2,0.00001,0.03860523,0.08094645,127.67606,0.004104291,0.010599374,0.00001,0.00001,1,1,0.00001,0.00001,0.05816
"King Edward Walk, Waterloo",531302.1651,179337.4319,350,531302.1651,179337.4319,22,0.0055188,200,0.00001,3,0.00001,1,3,4,1,1130.12811,7,0.00001,0.02864259,0.102117061,20.26901,0.001811822,0.017779784,0.00001,0.00001,0.00001,1,0.00001,1,0.2893
"Sardinia Street, Holborn",530696.4892,181260.6388,351,530696.4892,181260.6388,24,0.0118106,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,519.56621,0,0.00001,0.06600249,0.244084682,0.00001,0.038104714,0.027213329,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.13822
"Prince Consort Road, Knightsbridge",526672.9727,179460.3497,352,526672.9727,179460.3497,18,0.0042556,200,0.00001,1,0.00001,0.00001,2,0.00001,0.00001,1015.6861,3,0.00001,0.08841843,0.264009962,0.00001,0.028507158,0.022887788,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06511
"Waterloo Station 1, Waterloo",531003.068,180027.682,353,531003.068,180027.682,35,0.0533317,200,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,398.07536,19,2,0.407222914,0.541718555,7.91992,0.09036701,0.115071593,1,0.00001,0.00001,0.00001,0.00001,0.00001,5.46777
"Kensington Town Hall, Kensington",525420.0761,179656.6583,354,525420.0761,179656.6583,18,0.0037894,200,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.00001,1471.41186,5,0.00001,0.05977584,0.135740971,0.00001,0.009717831,0.014629184,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0924
"Millbank Tower, Pimlico",530218.1466,178658.4177,355,530218.1466,178658.4177,24,0.0044555,200,0.00001,5,0.00001,0.00001,1,0.00001,0.00001,358.28322,7,0.00001,0.09464508,0.219178082,0.00001,0.047924339,0.023001389,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.17792
"Waterloo Bridge, South Bank",531013.0025,180177.216,356,531013.0025,180177.216,15,0.0112652,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,605.35625,13,0.00001,0.07721046,0.151930261,2.59321,0.017403582,0.033134624,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1.09472
"Natural History Museum, South Kensington",526497.0811,178976.3683,357,526497.0811,178976.3683,42,0.0087048,200,0.00001,1,1,3,2,3,1,1365.59462,5,0.00001,0.07222914,0.221668742,0.00001,0.010337284,0.020664572,0.00001,1,0.00001,1,0.00001,0.00001,0.11076
"Turquoise Island, Notting Hill",524938.3088,181026.6575,358,524938.3088,181026.6575,21,0.0026804,200,0.00001,3,5,1,2,57,0.00001,1943.09299,2,0.00001,0.09464508,0.173100871,0.00001,0.012359999,0.021868755,0.00001,0.00001,0.00001,2,0.00001,52,0.05348
"Stanhope Gate, Mayfair",528444.7063,180280.8191,359,528444.7063,180280.8191,21,0.0046513,200,0.00001,3,0.00001,1,0.00001,0.00001,0.00001,567.47061,2,0.00001,0.08468244,0.103362391,2.37984,0.041817835,0.006780172,0.00001,0.00001,0.00001,2,0.00001,0.00001,0.09064
"Charlotte Street, Fitzrovia",529435.8593,181712.4231,360,529435.8593,181712.4231,14,0.0107341,200,2,32,1,3,13,5,1,1420.29339,4,1,0.08468244,0.219178082,13.54501,0.032238205,0.030122669,2,0.00001,0.00001,16,0.00001,1,0.1229
"Farm Street, Mayfair",528658.5615,180562.6434,361,528658.5615,180562.6434,15,0.0035887,200,0.00001,1,0.00001,1,1,5,0.00001,456.84933,2,0.00001,0.07845579,0.136986301,0.00001,0.024406274,0.009468788,0.00001,0.00001,0.00001,0.00001,0.00001,5,0.09682
"Frith Street, Soho",529778.0842,181009.9032,362,529778.0842,181009.9032,18,0.0068765,200,3,75,4,15,12,11,1,1813.69251,7,0.00001,0.095890411,0.295143213,6.73984,0.028381866,0.051489799,3,2,0.00001,36,0.00001,2,0.13508
"Marloes Road, Kensington",525581.0952,179053.6705,363,525581.0952,179053.6705,15,0.0052323,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,2260.39441,0,0.00001,0.04234122,0.104607721,0.00001,0.005021335,0.014369742,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.08922
"Moor Street, Soho",529849.1402,181055.13,364,529849.1402,181055.13,16,0.0057661,200,0.00001,4,0.00001,1,2,6,0.00001,1631.31176,7,0.00001,0.119551681,0.483188044,6.73984,0.055456178,0.086187678,0.00001,1,0.00001,4,0.00001,2,0.14134
"Fire Brigade Pier, Vauxhall",530510.2139,178867.8206,365,530510.2139,178867.8206,30,0.0051902,200,0.00001,2,0.00001,0.00001,6,1,0.00001,376.83147,6,0.00001,0.113325031,0.196762142,3.97365,0.04264523,0.025703834,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.16393
"Upper Grosvenor Street, Mayfair",528080.8628,180629.4942,366,528080.8628,180629.4942,18,0.004743,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,445.06136,0,0.00001,0.00747198,0.05603985,8.9957,0.001483593,0.004539626,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.08111
"Buxton Street 1, Shoreditch",534075.2682,182086.6162,367,534075.2682,182086.6162,41,0.0068106,200,0.00001,0.00001,0.00001,0.00001,2,2,1,1709.19276,0,0.00001,0.03985056,0.08343711,4.82101,0.00584685,0.01477156,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.0856
"Clifford Street, Mayfair",529007.5912,180718.2326,368,529007.5912,180718.2326,17,0.0063745,200,0.00001,13,1,6,3,37,0.00001,151.4343,4,0.00001,0.08592777,0.196762142,0.00001,0.043057167,0.016602773,0.00001,1,0.00001,8,0.00001,37,0.10738
"Imperial College, Knightsbridge",526441.1507,179401.6336,369,526441.1507,179401.6336,21,0.0046033,200,1,8,0.00001,9,1,2,2,1509.67205,5,0.00001,0.186799501,0.362391033,0.00001,0.050065952,0.036125744,1,1,1,1,0.00001,0.00001,0.0684
"Snow Hill, Farringdon",531675.2939,181530.8296,370,531675.2939,181530.8296,15,0.0049998,200,1,1,0.00001,0.00001,3,0.00001,0.00001,192.04235,9,0.00001,0.127023661,0.209215442,44.18528,0.047965703,0.028058177,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.11226
"Aberdeen Place, St. John's Wood",526611.9323,182236.8358,371,526611.9323,182236.8358,18,0.0027995,200,0.00001,9,3,2,4,9,0.00001,2496.81385,3,0.00001,0.05105853,0.133250311,76.55264,0.005315734,0.017906102,0.00001,0.00001,0.00001,4,0.00001,0.00001,0.05221
"Cadogan Gardens, Chelsea",527840.8925,178662.7944,372,527840.8925,178662.7944,15,0.0026335,200,3,16,9,3,8,50,0.00001,1600.07837,8,0.00001,0.128268991,0.298879203,0.00001,0.027964831,0.038710068,3,0.00001,0.00001,10,0.00001,38,0.14014
"Shouldham Street, Marylebone",527511.2013,181504.7428,373,527511.2013,181504.7428,16,0.0050556,200,0.00001,0.00001,0.00001,2,0.00001,0.00001,0.00001,2623.02249,1,0.00001,0.099626401,0.220423412,11.92206,0.013948692,0.035698579,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0928
"Devonshire Terrace, Bayswater",526409.9711,180970.1865,374,526409.9711,180970.1865,16,0.0024437,200,0.00001,10,2,4,2,8,0.00001,3519.01555,0,0.00001,0.127023661,0.221668742,45.24896,0.010011168,0.038511028,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.08028
"Holland Park, Kensington",524983.1656,179689.5413,375,524983.1656,179689.5413,30,0.0041572,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,372.55785,0,0.00001,0.02864259,0.08468244,7.05047,0.00018507,0.010591246,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.06278
"Brick Lane Market, Shoreditch",533883.1509,182172.9296,376,533883.1509,182172.9296,24,0.004483,200,2,1,1,1,9,6,0.00001,1092.77447,1,0.00001,0.05603985,0.214196762,1.20554,0.00692988,0.042221503,2,2,0.00001,0.00001,0.00001,4,0.09502
"George Street, Marylebone",528173.938,181474.8821,377,528173.938,181474.8821,27,0.006859,200,3,11,6,6,5,18,0.00001,1227.22044,3,0.00001,0.102117061,0.188044831,3.60577,0.045509769,0.029422528,3,0.00001,0.00001,7,0.00001,11,0.09861
"Columbia Road, Shoreditch",533607.8787,182791.3285,378,533607.8787,182791.3285,24,0.0041262,200,3,3,0.00001,0.00001,0.00001,4,0.00001,2493.12905,5,0.00001,0.119551681,0.276463262,1.88993,0.01276809,0.052314583,3,0.00001,0.00001,0.00001,0.00001,0.00001,0.06619
"Penfold Street, Marylebone",526936.2678,182027.695,379,526936.2678,182027.695,15,0.0023061,200,1,9,5,0.00001,7,12,0.00001,3451.20467,2,0.00001,0.03237858,0.098381071,0.00001,0.005551494,0.012608247,1,0.00001,0.00001,0.00001,0.00001,2,0.06393
