index,nearest_x,nearest_y,station_id,x,y,centrality,centrali_1,docks_num
"Finsbury Circus, Liverpool Street",532848.260506849037483,181532.182707809988642,54.000000000000000,532848.260506849037483,181532.182707809988642,0.123530019028274,0.341220423412204,"33"
"Paddington Street, Marylebone",528124.614277994027361,181796.310490989009850,55.000000000000000,528124.614277994027361,181796.310490989009850,0.031994100571918,0.114570361145704,"16"
"Guilford Street , Bloomsbury",530507.603308871970512,182169.532106634986121,56.000000000000000,530507.603308871970512,182169.532106634986121,0.060365599829875,0.140722291407223,"32"
"Lisson Grove, St. John's Wood",526893.537252465961501,182420.030225107999286,57.000000000000000,526893.537252465961501,182420.030225107999286,0.007479106438931,0.032378580323786,"18"
"Great Dover Street, The Borough",532713.814949318999425,179331.669209421001142,58.000000000000000,532713.814949318999425,179331.669209421001142,0.015730909510948,0.100871731008717,"33"
"Cotton Garden Estate, Kennington",531570.709353383979760,178559.879683478997322,59.000000000000000,531570.709353383979760,178559.879683478997322,0.007157863016820,0.073474470734745,"24"
"Murray Grove , Hoxton",532599.029203598038293,183051.396168156003114,60.000000000000000,532599.029203598038293,183051.396168156003114,0.009681671992774,0.089663760896638,"27"
"William IV Street, Strand",530232.840160137042403,180616.698528828012059,61.000000000000000,530232.840160137042403,180616.698528828012059,0.094084332397294,0.210460772104608,"26"
"Gower Place , Euston",529466.261503073037602,182344.974411311995937,62.000000000000000,529466.261503073037602,182344.974411311995937,0.037046191709539,0.089663760896638,"17"
"Holborn Circus, Holborn",531324.023859307053499,181581.125118947995361,63.000000000000000,531324.023859307053499,181581.125118947995361,0.123568300044656,0.237858032378580,"40"
"Hatton Garden, Holborn",531372.046717899967916,181686.926321857987205,64.000000000000000,531372.046717899967916,181686.926321857987205,0.075620294932501,0.168119551681196,"28"
"Theobald's Road , Holborn",530757.925688982009888,181873.024365410994506,65.000000000000000,530757.925688982009888,181873.024365410994506,0.047437986339940,0.119551681195517,"26"
"Euston Road, Euston",529520.245862314943224,182453.673810318985488,66.000000000000000,529520.245862314943224,182453.673810318985488,0.018820461479704,0.117061021170610,"24"
"Calshot Street , King's Cross",530709.243740585050546,183064.250965348008322,67.000000000000000,530709.243740585050546,183064.250965348008322,0.005264842677885,0.033623910336239,"24"
"Newgate Street , St. Paul's",532010.937802540021949,181318.643904325988842,68.000000000000000,532010.937802540021949,181318.643904325988842,0.116054302180944,0.230386052303861,"34"
"Farringdon Lane, Clerkenwell",531332.231237204978243,182209.291928035003366,69.000000000000000,531332.231237204978243,182209.291928035003366,0.044750288367002,0.103362391033624,"16"
"Old Street Station, St. Luke's",532621.476193954003975,182457.722370286006480,70.000000000000000,532621.476193954003975,182457.722370286006480,0.076592818592229,0.209215442092154,"29"
"Vauxhall Cross, Vauxhall",530322.388847133959644,177995.752432845998555,71.000000000000000,530322.388847133959644,177995.752432845998555,0.046013485932582,0.206724782067248,"17"
"Torrens Street, Angel",531502.659136787056923,183173.432060032995651,72.000000000000000,531502.659136787056923,183173.432060032995651,0.007846075672876,0.063511830635118,"19"
"Longford Street, The Regent's Park",528845.597073624026962,182381.349983452004381,73.000000000000000,528845.597073624026962,182381.349983452004381,0.017950960280821,0.063511830635118,"21"
"Russell Square Station, Bloomsbury",530229.511121556046419,182164.847379766986705,74.000000000000000,530229.511121556046419,182164.847379766986705,0.047344293135197,0.109589041095890,"26"
"Sadlers Sports Centre, Finsbury",531946.788105609011836,182374.535015236993786,75.000000000000000,531946.788105609011836,182374.535015236993786,0.040883388774049,0.109589041095890,"17"
"Arundel Street, Temple",530978.225998551002704,180884.268120202992577,76.000000000000000,530978.225998551002704,180884.268120202992577,0.031340370801447,0.059775840597758,"18"
"Webber Street , Southwark",531831.279793901019730,179689.471475275000557,77.000000000000000,531831.279793901019730,179689.471475275000557,0.034258409181929,0.120797011207970,"45"
"Great Titchfield Street, Fitzrovia",529048.465144866961055,181784.114143234997755,78.000000000000000,529048.465144866961055,181784.114143234997755,0.044610858238199,0.097135740971357,"19"
"Chancery Lane, Holborn",531159.151111665996723,181174.579240054998081,79.000000000000000,531159.151111665996723,181174.579240054998081,0.046277061993626,0.075965130759651,"15"
"Panton Street, West End",529765.455658192979172,180618.751795204996597,80.000000000000000,529765.455658192979172,180618.751795204996597,0.048512876259970,0.115815691158157,"21"
"Breams Buildings, Holborn",531115.126366271986626,181354.977105511003174,81.000000000000000,531115.126366271986626,181354.977105511003174,0.056191313385750,0.103362391033624,"25"
"Tanner Street, Bermondsey",533463.089015832985751,179724.508465647988487,82.000000000000000,533463.089015832985751,179724.508465647988487,0.026430099795970,0.136986301369863,"41"
"Sancroft Street, Vauxhall",530957.216164684039541,178412.770663108007284,83.000000000000000,530957.216164684039541,178412.770663108007284,0.008562126426910,0.051058530510585,"24"
"Devonshire Square, Liverpool Street",533339.669973156997003,181475.178572103002807,84.000000000000000,533339.669973156997003,181475.178572103002807,0.064119368700479,0.146948941469489,"16"
"Bayley Street , Bloomsbury",529699.174698653048836,181617.647514845011756,85.000000000000000,529699.174698653048836,181617.647514845011756,0.063211912508589,0.144458281444583,"25"
"Tavistock Place, Bloomsbury",530273.394716550013982,182478.357280483003706,86.000000000000000,530273.394716550013982,182478.357280483003706,0.023420571817406,0.093399750933998,"19"
"Harrington Square 1, Camden Town",529158.242569781956263,183208.861943233991042,87.000000000000000,529158.242569781956263,183208.861943233991042,0.028595299611674,0.099626400996264,"27"
"Walnut Tree Walk, Vauxhall",531230.637200177996419,178884.828405625012238,88.000000000000000,531230.637200177996419,178884.828405625012238,0.015280872249017,0.105853051058531,"20"
"Borough Road, Elephant & Castle",531948.137706595007330,179495.844849092012737,89.000000000000000,531948.137706595007330,179495.844849092012737,0.030373256685860,0.078455790784558,"41"
"Cloudesley Road, Angel",531256.391338131041266,183417.420939306990476,90.000000000000000,531256.391338131041266,183417.420939306990476,0.005056829678038,0.085927770859278,"37"
"Bricklayers Arms, Borough",532975.366984214982949,179079.150643687986303,91.000000000000000,532975.366984214982949,179079.150643687986303,0.022721460300392,0.134495641344956,"28"
"Aldersgate Street, Barbican",532097.620148101006635,181928.946067389013479,92.000000000000000,532097.620148101006635,181928.946067389013479,0.060054168369054,0.179327521793275,"15"
"Falkirk Street, Hoxton",533372.734966002055444,183088.069121973996516,93.000000000000000,533372.734966002055444,183088.069121973996516,0.009794551001564,0.052303860523039,"26"
"Gloucester Road (North), Kensington",526169.579975374974310,179228.129714801005321,94.000000000000000,526169.579975374974310,179228.129714801005321,0.015889848627720,0.114570361145704,"18"
"Hampstead Road, Euston",529246.875973423011601,182368.982886031997623,95.000000000000000,529246.875973423011601,182368.982886031997623,0.039728609662998,0.139476961394770,"54"
"Old Quebec Street, Marylebone",527896.515332111041062,181125.569140047009569,96.000000000000000,527896.515332111041062,181125.569140047009569,0.057255764944608,0.185554171855542,"16"
"Albert Embankment, Vauxhall",530421.495915155974217,178502.404595272993902,97.000000000000000,530421.495915155974217,178502.404595272993902,0.028266911136394,0.083437110834371,"24"
"Queen Street 1, Bank",532439.340334585052915,180903.318805743008852,98.000000000000000,532439.340334585052915,180903.318805743008852,0.162685405623546,0.410958904109589,"22"
"Jewry Street, Aldgate",533554.241011832025833,181140.980333295010496,99.000000000000000,533554.241011832025833,181140.980333295010496,0.053098157548685,0.169364881693649,"17"
"Vicarage Gate, Kensington",525538.589834286947735,179967.962807336007245,100.000000000000000,525538.589834286947735,179967.962807336007245,0.006960953274208,0.059775840597758,"18"
"Crosswall, Tower",533531.974979583057575,180932.680608978989767,101.000000000000000,533531.974979583057575,180932.680608978989767,0.063072078241709,0.288916562889166,"34"
"Westbourne Grove, Bayswater",525670.716643817024305,181179.445554072997766,102.000000000000000,525670.716643817024305,181179.445554072997766,0.009867081036269,0.085927770859278,"26"
"Woodstock Street, Mayfair",528652.423115768004209,181089.407255321013508,103.000000000000000,528652.423115768004209,181089.407255321013508,0.024442326113186,0.067247820672478,"21"
"Finsbury Leisure Centre, St. Luke's",532150.109448253992014,182504.014270251005655,104.000000000000000,532150.109448253992014,182504.014270251005655,0.042200081226161,0.158156911581569,"20"
"Abbey Orchard Street, Westminster",529757.754417145042680,179336.432131898007356,105.000000000000000,529757.754417145042680,179336.432131898007356,0.086377045136481,0.180572851805729,"29"
"Soho Square , Soho",529687.629798257956281,181291.327202746993862,106.000000000000000,529687.629798257956281,181291.327202746993862,0.068796154283752,0.176836861768369,"57"
"Wellington Road, St. John's Wood",526847.222161786048673,183149.108790139987832,107.000000000000000,526847.222161786048673,183149.108790139987832,0.023142609545508,0.094645080946451,"17"
"Park Lane , Hyde Park",527977.211263324017636,180620.657651963992976,108.000000000000000,527977.211263324017636,180620.657651963992976,0.026390855995454,0.069738480697385,"28"
"Stonecutter Street, Holborn",531565.810325755039230,181357.582457654003520,109.000000000000000,531565.810325755039230,181357.582457654003520,0.063723051140161,0.114570361145704,"21"
"Gloucester Road (Central), South Kensington",526208.057603470981121,179059.902350810007192,110.000000000000000,526208.057603470981121,179059.902350810007192,0.009640168719086,0.075965130759651,"19"
"Park Road (Baker Street), The Regent's Park",527812.051618422963656,182222.423988967988407,111.000000000000000,527812.051618422963656,182222.423988967988407,0.020047377893988,0.114570361145704,"22"
"Braham Street, Aldgate",533768.228874349966645,181235.555967825988773,112.000000000000000,533768.228874349966645,181235.555967825988773,0.069741341005201,0.215442092154421,"34"
"Little Argyll Street, West End",529064.106893528951332,181140.342528775014216,113.000000000000000,529064.106893528951332,181140.342528775014216,0.066382312378001,0.165628891656289,"21"
"Lollard Street, Vauxhall",530962.875472784042358,178790.225615962990560,114.000000000000000,530962.875472784042358,178790.225615962990560,0.015004619989795,0.095890410958904,"25"
"Rochester Row, Westminster",529533.524318787967786,179076.004986193991499,115.000000000000000,529533.524318787967786,179076.004986193991499,0.024211891795420,0.079701120797011,"13"
"Bath Street, St. Luke's",532534.121835979982279,182501.795353738008998,116.000000000000000,532534.121835979982279,182501.795353738008998,0.058337853136072,0.160647571606476,"18"
"The Guildhall, Guildhall",532410.381985328975134,181368.905615252006100,117.000000000000000,532410.381985328975134,181368.905615252006100,0.055050657401931,0.107098381070984,"17"
"Baker Street, Marylebone",528030.809891868964769,181611.603013952000765,118.000000000000000,528030.809891868964769,181611.603013952000765,0.056016977521434,0.154420921544209,"22"
"Norton Folgate, Liverpool Street",533388.438670958043076,181991.331568152003456,119.000000000000000,533388.438670958043076,181991.331568152003456,0.074638257458124,0.151930261519303,"23"
"St. John Street, Finsbury",531568.801374712958932,182751.894993941998109,120.000000000000000,531568.801374712958932,182751.894993941998109,0.013363099178784,0.068493150684932,"18"
"Eaton Square, Belgravia",528449.674277262995020,179127.573660255991854,121.000000000000000,528449.674277262995020,179127.573660255991854,0.029726461899689,0.085927770859278,"20"
"Borough High Street, The Borough",532359.756657119025476,179698.732562652992783,122.000000000000000,532359.756657119025476,179698.732562652992783,0.038656121630283,0.112079701120797,"21"
"Museum of London, Barbican",532164.557665896951221,181590.060172786994372,123.000000000000000,532164.557665896951221,181590.060172786994372,0.098560493292228,0.183063511830635,"52"
"Wood Street, Guildhall",532348.969931507948786,181510.109467925009085,124.000000000000000,532348.969931507948786,181510.109467925009085,0.053444503284914,0.108343711083437,"17"
"Emperor's Gate, South Kensington",526073.609123984002508,178945.523342914006207,125.000000000000000,526073.609123984002508,178945.523342914006207,0.011502155136544,0.088418430884184,"22"
"Golden Square, Soho",529377.566884403000586,180866.738108507008292,126.000000000000000,529377.566884403000586,180866.738108507008292,0.054942468943058,0.120797011207970,"18"
"Tower Gardens , Tower",533653.019851900986396,180708.127551478013629,127.000000000000000,533653.019851900986396,180708.127551478013629,0.046001950593758,0.183063511830635,"24"
"Eversholt Street , Camden Town",529322.459256906993687,183205.371427033998771,128.000000000000000,529322.459256906993687,183205.371427033998771,0.005505151888256,0.066002490660025,"16"
"Bethnal Green Road, Shoreditch",533658.456516077974811,182289.773151085013524,129.000000000000000,533658.456516077974811,182289.773151085013524,0.050162373672665,0.165628891656289,"38"
"Derry Street, Kensington",525629.105969466036186,179599.645377957989695,130.000000000000000,525629.105969466036186,179599.645377957989695,0.043185574891872,0.176836861768369,"18"
"Wapping High Street, Wapping",534182.416970619000494,180204.772692291007843,131.000000000000000,534182.416970619000494,180204.772692291007843,0.005391987146063,0.041095890410959,"20"
"Clerkenwell Green, Clerkenwell",531586.975341091980226,182185.922407356003532,132.000000000000000,531586.975341091980226,182185.922407356003532,0.054385378995538,0.139476961394770,"21"
"Queen Victoria Street, St. Paul's",532120.548487368039787,180942.791268587985542,133.000000000000000,532120.548487368039787,180942.791268587985542,0.077668367541944,0.158156911581569,"32"
"Green Street, Mayfair",527959.224811736028641,180862.545134059007978,134.000000000000000,527959.224811736028641,180862.545134059007978,0.027649194736878,0.100871731008717,"19"
"Lambeth Road, Vauxhall",530742.306914433953352,179013.148455926013412,135.000000000000000,530742.306914433953352,179013.148455926013412,0.055077396956045,0.124533001245330,"18"
"Finsbury Square , Moorgate",532908.972569403005764,181964.165553053986514,136.000000000000000,532908.972569403005764,181964.165553053986514,0.062061755896848,0.148194271481943,"33"
"Chapel Place, Marylebone",528659.771725150989369,181220.543516726000234,137.000000000000000,528659.771725150989369,181220.543516726000234,0.055123198836042,0.119551681195517,"29"
"West Cromwell Road, Earl's Court",525175.536920423037373,178729.498842133005382,138.000000000000000,525175.536920423037373,178729.498842133005382,0.010108979324559,0.072229140722291,"24"
"Pont Street, Knightsbridge",527736.791856730007567,179160.016496553987963,139.000000000000000,527736.791856730007567,179160.016496553987963,0.048268970702595,0.127023661270237,"24"
"Kennington Cross, Kennington",531215.415095631964505,178351.787476919009350,140.000000000000000,531215.415095631964505,178351.787476919009350,0.023335691291800,0.164383561643836,"47"
"Ilchester Place, Kensington",524840.514824002049863,179508.137874395994004,141.000000000000000,524840.514824002049863,179508.137874395994004,0.003545226910990,0.031133250311333,"24"
"Vauxhall Bridge , Pimlico",529974.600497570005246,178263.160331474995473,142.000000000000000,529974.600497570005246,178263.160331474995473,0.011438192324436,0.047322540473225,"35"
"Tachbrook Street, Victoria",529336.434255921980366,178660.549064402992371,143.000000000000000,529336.434255921980366,178660.549064402992371,0.028967178820720,0.104607721046077,"16"
"Kennington Road Post Office, Oval",531275.198416061000898,177901.737362440995639,144.000000000000000,531275.198416061000898,177901.737362440995639,0.010365393967329,0.102117061021171,"18"
"Holy Trinity Brompton, Knightsbridge",527201.772608755971305,179157.080974801006960,145.000000000000000,527201.772608755971305,179157.080974801006960,0.026975129906957,0.104607721046077,"28"
"Chepstow Villas, Notting Hill",524893.141065326984972,180778.755336531990906,146.000000000000000,524893.141065326984972,180778.755336531990906,0.010125815828916,0.075965130759651,"26"
"Hampton Street, Walworth",531892.485071297967806,178731.555965075996937,147.000000000000000,531892.485071297967806,178731.555965075996937,0.015831915759346,0.132004981320050,"21"
"Bayswater Road, Hyde Park",526778.557477717055008,180803.537200594000751,148.000000000000000,526778.557477717055008,180803.537200594000751,0.020625298188866,0.143212951432130,"27"
"Waterloo Station 3, Waterloo",531076.324308439041488,180004.177484321000520,149.000000000000000,531076.324308439041488,180004.177484321000520,0.030427638005478,0.373599003735990,"35"
"Lexham Gardens, Kensington",525607.817295558983460,178989.786911509989295,150.000000000000000,525607.817295558983460,178989.786911509989295,0.015249125268672,0.110834371108344,"19"
"New Kent Road, The Borough",532494.541349124046974,179000.066448205005145,151.000000000000000,532494.541349124046974,179000.066448205005145,0.017393141453609,0.059775840597758,"33"
"Wright's Lane, Kensington",525515.548208144027740,179489.733734856999945,152.000000000000000,525515.548208144027740,179489.733734856999945,0.030875876959832,0.155666251556663,"37"
"Trebovir Road, Earl's Court",525325.499447020003572,178422.962701696000295,153.000000000000000,525325.499447020003572,178422.962701696000295,0.008527703517722,0.094645080946451,"18"
"Waterloo Place, St. James's",529748.027263415977359,180284.650787858990952,154.000000000000000,529748.027263415977359,180284.650787858990952,0.054648014985413,0.109589041095890,"20"
"Guildhouse Street, Victoria",529127.041011246037669,178679.135890342993662,155.000000000000000,529127.041011246037669,178679.135890342993662,0.011599067001668,0.051058530510585,"16"
"Southampton Place, Holborn",530444.150968258036301,181524.383935433987062,156.000000000000000,530444.150968258036301,181524.383935433987062,0.060840512565329,0.107098381070984,"20"
"Sloane Avenue, Knightsbridge",527281.404219181975350,178723.654296122986125,157.000000000000000,527281.404219181975350,178723.654296122986125,0.028360789078280,0.132004981320050,"27"
"Cleveland Gardens, Bayswater",526170.658134688972495,181191.057139384996844,158.000000000000000,526170.658134688972495,181191.057139384996844,0.008747393228409,0.090909090909091,"16"
"Orsett Terrace, Bayswater",526119.297155307955109,181449.732640566013288,159.000000000000000,526119.297155307955109,181449.732640566013288,0.003219553018215,0.032378580323786,"15"
"Seville Street, Knightsbridge",527856.932106844033115,179706.961270305007929,160.000000000000000,527856.932106844033115,179706.961270305007929,0.036116624849888,0.085927770859278,"27"
"Eccleston Place, Victoria",528687.632667502039112,178849.904197908006608,161.000000000000000,528687.632667502039112,178849.904197908006608,0.061436932830710,0.241594022415940,"19"
"Argyll Road, Kensington",525346.812294865958393,179480.924504371010698,162.000000000000000,525346.812294865958393,179480.924504371010698,0.004245296798877,0.044831880448319,"19"
"Porchester Place, Paddington",527417.299374602036551,181134.492848861002130,163.000000000000000,527417.299374602036551,181134.492848861002130,0.020751900057699,0.135740971357410,"18"
"Hardwick Street, Clerkenwell",531338.702168375952169,182683.970611330994871,164.000000000000000,531338.702168375952169,182683.970611330994871,0.002583483628826,0.028642590286426,"30"
"Collingham Gardens, Earl's Court",525975.871055561001413,178519.826425311999628,165.000000000000000,525975.871055561001413,178519.826425311999628,0.010938524676193,0.095890410958904,"14"
"Sumner Place, South Kensington",526888.163545888033696,178500.967414965009084,166.000000000000000,526888.163545888033696,178500.967414965009084,0.023055819767011,0.107098381070984,"19"
"Waterloo Road, South Bank",531061.255345782963559,180123.732792477007024,167.000000000000000,531061.255345782963559,180123.732792477007024,0.018197153512755,0.114570361145704,"15"
"Strand, Strand",530893.773773035034537,180985.685326907987474,168.000000000000000,530893.773773035034537,180985.685326907987474,0.070872334209941,0.145703611457036,"35"
"Worship Street, Shoreditch",533328.907796927960590,182049.543998353008647,169.000000000000000,533328.907796927960590,182049.543998353008647,0.087761833859289,0.180572851805729,"51"
"Gloucester Terrace, Bayswater",525815.972173018031754,181440.426233350008260,170.000000000000000,525815.972173018031754,181440.426233350008260,0.003035654113385,0.088418430884184,"23"
"Ashley Place, Victoria",529145.924059782992117,179108.814626036997652,171.000000000000000,529145.924059782992117,179108.814626036997652,0.076996997544629,0.226650062266501,"25"
"Warwick Square, Pimlico",529099.685476348036900,178408.789725275011733,172.000000000000000,529099.685476348036900,178408.789725275011733,0.018995789280846,0.110834371108344,"19"
"North Audley Street, Mayfair",528217.714708173996769,180948.160348718985915,173.000000000000000,528217.714708173996769,180948.160348718985915,0.031273829202565,0.089663760896638,"17"
"Belgrave Square, Belgravia",528354.116008535027504,179451.275338553008623,174.000000000000000,528354.116008535027504,179451.275338553008623,0.039524442178704,0.082191780821918,"21"
"Bell Street , Marylebone",527347.766529556014575,181936.991127385990694,175.000000000000000,527347.766529556014575,181936.991127385990694,0.019452175455351,0.132004981320050,"18"
"Riverlight North, Nine Elms",529522.159132517990656,177578.331917620002059,176.000000000000000,529522.159132517990656,177578.331917620002059,0.020906598669661,0.130759651307597,"24"
"Portland Place, Marylebone",528787.026684960001148,181831.514907943987055,177.000000000000000,528787.026684960001148,181831.514907943987055,0.025599880352330,0.112079701120797,"34"
"Alderney Street, Pimlico",529183.198416384053417,178205.485596224985784,178.000000000000000,529183.198416384053417,178205.485596224985784,0.015012759361627,0.129514321295143,"14"
"South Wharf Road, Paddington",526664.633541292976588,181403.820308846014086,179.000000000000000,526664.633541292976588,181403.820308846014086,0.028537860412630,0.144458281444583,"16"
"Queen's Gate (South), South Kensington",526559.002243228955194,178632.627494549000403,180.000000000000000,526559.002243228955194,178632.627494549000403,0.009386486850984,0.079701120797011,"25"
"Nutford Place, Marylebone",527460.486927957972512,181331.291421897010878,181.000000000000000,527460.486927957972512,181331.291421897010878,0.018550141534014,0.069738480697385,"18"
"Claremont Square, Angel",531202.069068395998329,183110.957590195990633,182.000000000000000,531202.069068395998329,183110.957590195990633,0.005716676743151,0.057285180572852,"18"
"Rampayne Street, Pimlico",529723.308905381010845,178436.145001294004032,183.000000000000000,529723.308905381010845,178436.145001294004032,0.023258014876389,0.120797011207970,"21"
"Hyde Park Corner, Hyde Park",528253.540467086946592,179860.525259688001825,184.000000000000000,528253.540467086946592,179860.525259688001825,0.038505544782102,0.159402241594022,"36"
"Wardour Street, Soho",529636.432207767968066,180937.784577324986458,185.000000000000000,529636.432207767968066,180937.784577324986458,0.044421502444794,0.109589041095890,"16"
"Bankside Mix, Bankside",531943.749460692051798,180257.006891544006066,186.000000000000000,531943.749460692051798,180257.006891544006066,0.062759956472017,0.139476961394770,"60"
"Hop Exchange, The Borough",532534.555103747989051,180143.192025155993178,187.000000000000000,532534.555103747989051,180143.192025155993178,0.114864882460144,0.310087173100872,"56"
"Milroy Walk, South Bank",531524.092407201998867,180391.850878413009923,188.000000000000000,531524.092407201998867,180391.850878413009923,0.044131410592827,0.129514321295143,"30"
"Union Street, The Borough",532069.658287602011114,180024.714859238010831,189.000000000000000,532069.658287602011114,180024.714859238010831,0.040019062173779,0.109589041095890,"17"
"Stamford Street, South Bank",531153.286373142967932,180209.500398367003072,190.000000000000000,531153.286373142967932,180209.500398367003072,0.037728993051782,0.159402241594022,"27"
"Great Tower Street, Monument",533126.373362201964483,180800.837758279987611,191.000000000000000,533126.373362201964483,180800.837758279987611,0.097681797035936,0.312577833125778,"24"
"LMU Commercial Road, Whitechapel",534287.444649972952902,181316.894892877986422,192.000000000000000,534287.444649972952902,181316.894892877986422,0.016185702532218,0.105853051058531,"14"
"Dorset Square, Marylebone",527674.059003971051425,182007.070686502003809,193.000000000000000,527674.059003971051425,182007.070686502003809,0.039282947601844,0.236612702366127,"16"
"Leman Street, Aldgate",534060.290791135048494,181039.610633839998627,194.000000000000000,534060.290791135048494,181039.610633839998627,0.029351299601616,0.145703611457036,"37"
"West Smithfield Rotunda, Farringdon",531868.657104571000673,181633.084221430995967,195.000000000000000,531868.657104571000673,181633.084221430995967,0.073489820109464,0.175591531755915,"15"
"Margery Street, Clerkenwell",531037.147665002034046,182542.454941815987695,196.000000000000000,531037.147665002034046,182542.454941815987695,0.013424030189312,0.077210460772105,"19"
"New Road 1 , Whitechapel",534507.422829385963269,181691.389809923013672,197.000000000000000,534507.422829385963269,181691.389809923013672,0.025965253653191,0.097135740971357,"36"
"Grosvenor Crescent, Belgravia",528277.444849484949373,179664.470869623008184,198.000000000000000,528277.444849484949373,179664.470869623008184,0.011966872728449,0.023661270236613,"18"
"Mallory Street, Marylebone",527310.826970085967332,182268.955800474999705,199.000000000000000,527310.826970085967332,182268.955800474999705,0.004807953088397,0.036114570361146,"20"
"Denyer Street, Knightsbridge",527477.461111339041963,178777.525079323007958,200.000000000000000,527477.461111339041963,178777.525079323007958,0.029234439192466,0.095890410958904,"30"
"Hinde Street, Marylebone",528325.657863489002921,181387.052068157994654,201.000000000000000,528325.657863489002921,181387.052068157994654,0.052111661256935,0.129514321295143,"21"
"Cadogan Place, Knightsbridge",527957.837167536024936,178907.833411656989483,202.000000000000000,527957.837167536024936,178907.833411656989483,0.018076167342624,0.053549190535492,"34"
"Campden Hill Road, Notting Hill",525091.384817601996474,180166.143604028009577,203.000000000000000,525091.384817601996474,180166.143604028009577,0.003056581606945,0.031133250311333,"17"
"Wellington Arch, Hyde Park",528535.927175294025801,179822.896894284989685,204.000000000000000,528535.927175294025801,179822.896894284989685,0.057117243119271,0.127023661270237,"36"
"Endsleigh Gardens, Euston",529782.690611872007139,182538.891796309995698,205.000000000000000,529782.690611872007139,182538.891796309995698,0.047749631337698,0.210460772104608,"32"
"Moorfields, Moorgate",532732.409357985015959,181749.213355026004137,206.000000000000000,532732.409357985015959,181749.213355026004137,0.118401246787910,0.293897882938979,"54"
"Old Brompton Road, South Kensington",526365.155519368941896,178462.531538867013296,207.000000000000000,526365.155519368941896,178462.531538867013296,0.014706780350773,0.124533001245330,"30"
"Wormwood Street, Liverpool Street",533151.297651347005740,181439.853323566989275,208.000000000000000,533151.297651347005740,181439.853323566989275,0.118755443613336,0.384806973848070,"16"
"St. Luke's Church, Chelsea",527128.312897788011469,178336.476193273992976,209.000000000000000,527128.312897788011469,178336.476193273992976,0.031467491899460,0.123287671232877,"20"
"Bramham Gardens, Earl's Court",525732.222736521973275,178351.052956677012844,210.000000000000000,525732.222736521973275,178351.052956677012844,0.013013412945828,0.141967621419676,"29"
"Chelsea Green, Chelsea",527383.891920587979257,178455.889481883001281,211.000000000000000,527383.891920587979257,178455.889481883001281,0.014942762698843,0.063511830635118,"15"
"Horseferry Road, Westminster",529878.270392123959027,178981.759578769997461,212.000000000000000,529878.270392123959027,178981.759578769997461,0.067520695969752,0.154420921544209,"16"
"Knightsbridge, Hyde Park",528129.283815799979493,179812.903910141001688,213.000000000000000,528129.283815799979493,179812.903910141001688,0.006195919291774,0.019925280199253,"43"
"Rodney Road , Walworth",532680.057630751980469,178673.965752865013201,214.000000000000000,532680.057630751980469,178673.965752865013201,0.017634297591679,0.088418430884184,"24"
"Queensway, Kensington Gardens",525882.508937345002778,180601.864395732001867,215.000000000000000,525882.508937345002778,180601.864395732001867,0.025656389490274,0.149439601494396,"17"
"Notting Hill Gate Station, Notting Hill",525259.013219153042883,180477.361954311985755,216.000000000000000,525259.013219153042883,180477.361954311985755,0.013778252092673,0.122042341220423,"30"
"Charles II Street, West End",529738.507606392959133,180483.196395998005755,217.000000000000000,529738.507606392959133,180483.196395998005755,0.067465576264145,0.148194271481943,"24"
"Great Percy Street, Clerkenwell",530819.030197115032934,182797.378879075986333,218.000000000000000,530819.030197115032934,182797.378879075986333,0.013184635402226,0.062266500622665,"23"
"St. James's Square, St. James's",529553.861303623998538,180370.209474134986522,219.000000000000000,529553.861303623998538,180370.209474134986522,0.152005196021238,0.325031133250311,"40"
"Whitehall Place, Strand",530350.047100899042562,180297.033477432996733,220.000000000000000,530350.047100899042562,180297.033477432996733,0.112509740688933,0.275217932752179,"46"
"Poured Lines, Bankside",531737.364889553980902,180339.272085645003244,221.000000000000000,531737.364889553980902,180339.272085645003244,0.021748928980327,0.072229140722291,"31"
"Queen's Gate (Central), South Kensington",526530.150221406947821,178794.738917346985545,222.000000000000000,526530.150221406947821,178794.738917346985545,0.022657727218776,0.124533001245330,"31"
"Carey Street, Holborn",531048.383483347017318,181255.549171460006619,223.000000000000000,531048.383483347017318,181255.549171460006619,0.032896946945471,0.047322540473225,"16"
"Pall Mall East, West End",529824.134111064020544,180411.339227452990599,224.000000000000000,529824.134111064020544,180411.339227452990599,0.062077994780714,0.117061021170610,"22"
"Liverpool Road (N1 Centre), Angel",531386.890353478956968,183429.782814411999425,225.000000000000000,531386.890353478956968,183429.782814411999425,0.012411058300243,0.070983810709838,"24"
"Kennington Road  , Vauxhall",531224.160973954014480,179107.646730387001298,226.000000000000000,531224.160973954014480,179107.646730387001298,0.021247294097729,0.090909090909091,"36"
"Fashion Street, Whitechapel",533767.128070560982451,181699.749870945001021,227.000000000000000,533767.128070560982451,181699.749870945001021,0.015666298136479,0.058530510585305,"30"
"Dock Street, Wapping",534163.420784943038598,180754.328162596008042,228.000000000000000,534163.420784943038598,180754.328162596008042,0.035061380917316,0.140722291407223,"30"
"Frampton Street, Paddington",526707.207544411998242,182078.802399312000489,229.000000000000000,526707.207544411998242,182078.802399312000489,0.006505102448371,0.047322540473225,"32"
"Warren Street Station, Euston",529268.370202961028554,182259.483282503002556,230.000000000000000,529268.370202961028554,182259.483282503002556,0.082176812104084,0.205479452054795,"26"
