Start.station,End.station,Counts
"Albert Square, Stockwell","York Way, Kings Cross",1
"West Smithfield Rotunda, Farringdon","Doric Way , Somers Town",1
"West Smithfield Rotunda, Farringdon","Dock Street, Wapping",1
"Alderney Street, Pimlico","Abbey Orchard Street, Westminster",1
"West Smithfield Rotunda, Farringdon","Concert Hall Approach 2, South Bank",1
"West Smithfield Rotunda, Farringdon","Concert Hall Approach 1, South Bank",1
"Alderney Street, Pimlico","Albert Embankment, Vauxhall",1
"West Smithfield Rotunda, Farringdon","Christopher Street, Liverpool Street",1
"West Smithfield Rotunda, Farringdon","Cheapside, Bank",1
"West Kensington Station, West Kensington","Sandilands Road, Walham Green",1
"West Kensington Station, West Kensington","Queen's Gate (Central), South Kensington",1
"Albert Bridge Road, Battersea Park","Grosvenor Square, Mayfair",1
"West Kensington Station, West Kensington","Emperor's Gate, South Kensington",1
"West Kensington Station, West Kensington","Colet Gardens, Hammersmith",1
"West Kensington Station, West Kensington","Clifford Street, Mayfair",1
"West Kensington Station, West Kensington","Bourne Street, Belgravia",1
"West Kensington Station, West Kensington","Blythe Road, Olympia",1
"West Kensington Station, West Kensington","Blythe Road West, Shepherd's Bush",1
"West Kensington Station, West Kensington","Blackfriars Station, St. Paul's",1
"West Kensington Station, West Kensington","Allington Street, Victoria",1
"West Cromwell Road, Earl's Court","Wormwood Street, Liverpool Street",1
"West Cromwell Road, Earl's Court","World's End Place, West Chelsea",1
"Alderney Street, Pimlico","Kennington Cross, Kennington",1
"West Cromwell Road, Earl's Court","West Cromwell Road, Earl's Court",1
"West Cromwell Road, Earl's Court","Warwick Row, Westminster",1
"West Cromwell Road, Earl's Court","Victoria & Albert Museum, South Kensington",1
"West Cromwell Road, Earl's Court","St. George Street, Mayfair",1
"West Cromwell Road, Earl's Court","South Kensington Station, South Kensington",1
"West Kensington Station, West Kensington","Elysium Place, Fulham",1
"Alderney Street, Pimlico","Guildhouse Street, Victoria",1
"West Kensington Station, West Kensington","Queen Street 2, Bank",1
"West Kensington Station, West Kensington","Exhibition Road Museums 2, South Kensington",1
"West Kensington Station, West Kensington","Prince Consort Road, Knightsbridge",1
"West Kensington Station, West Kensington","Peterborough Road, Sands End",1
"West Kensington Station, West Kensington","Parson's Green , Parson's Green",1
"Alderney Street, Pimlico","Charles II Street, West End",1
"Alderney Street, Pimlico","Clifton Street, Shoreditch",1
"West Kensington Station, West Kensington","Lansdowne Road, Ladbroke Grove",1
"West Kensington Station, West Kensington","Kensington Olympia Station, Olympia",1
"Alderney Street, Pimlico","Eccleston Place, Victoria",1
"West Kensington Station, West Kensington","Holy Trinity Brompton, Knightsbridge",1
"West Kensington Station, West Kensington","Great Tower Street, Monument",1
"Alderney Street, Pimlico","Exhibition Road Museums 2, South Kensington",1
"West Kensington Station, West Kensington","Godliman Street, St. Paul's",1
"Alderney Street, Pimlico","Exhibition Road, Knightsbridge",1
"West Kensington Station, West Kensington","Gas Holders, Battersea Park",1
"Alderney Street, Pimlico","Greyhound Road, Hammersmith",1
"Albert Square, Stockwell","Tower Wharf, Bermondsey",1
"West Smithfield Rotunda, Farringdon","Leman Street, Aldgate",1
"West Smithfield Rotunda, Farringdon","Lower Marsh, Waterloo",1
"Westbourne Grove, Bayswater","Southampton Place, Holborn",1
"Westbourne Grove, Bayswater","Queensway, Kensington Gardens",1
"Albert Square, Stockwell","Kennington Oval, Oval",1
"Westbourne Grove, Bayswater","Queen Street 2, Bank",1
"Westbourne Grove, Bayswater","Princes Square, Bayswater",1
"Westbourne Grove, Bayswater","Prince Consort Road, Knightsbridge",1
"Westbourne Grove, Bayswater","Portman Square, Marylebone",1
"Westbourne Grove, Bayswater","Park Lane, Mayfair",1
"Westbourne Grove, Bayswater","Notting Hill Gate Station, Notting Hill",1
"Westbourne Grove, Bayswater","Northumberland Avenue, Strand",1
"Westbourne Grove, Bayswater","New Cavendish Street, Marylebone",1
"Westbourne Grove, Bayswater","Natural History Museum, South Kensington",1
"Albert Square, Stockwell","Malet Street, Bloomsbury",1
"Albert Square, Stockwell","Monument Street, Monument",1
"Albert Square, Stockwell","Newgate Street , St. Paul's",1
"Albert Square, Stockwell","Normandy Road, Stockwell",1
"Westbourne Grove, Bayswater","Serpentine Car Park, Hyde Park",1
"Westbourne Grove, Bayswater","Southwick Street, Paddington",1
"West Smithfield Rotunda, Farringdon","Monier Road, Hackney Wick",1
"Westbourne Grove, Bayswater","Temple Gardens, Temple",1
"Albert Square, Stockwell","Danvers Street, West Chelsea",1
"Westbourne Park Road, Portobello","Grosvenor Square, Mayfair",1
"Westbourne Park Road, Portobello","Exhibition Road Museums 1, South Kensington",1
"Albert Square, Stockwell","Duke Street Hill, London Bridge",1
"Westbourne Park Road, Portobello","Dorset Square, Marylebone",1
"Westbourne Park Road, Portobello","Clerkenwell Green, Clerkenwell",1
"Albert Square, Stockwell","Exhibition Road Museums 2, South Kensington",1
"Westbourne Park Road, Portobello","Cadogan Gardens, Chelsea",1
"Westbourne Park Road, Portobello","Black Lion Gate, Kensington Gardens",1
"Westbourne Park Road, Portobello","Bevington Road West, North Kensington",1
"Westbourne Park Road, Portobello","Bell Street , Marylebone",1
"Albert Square, Stockwell","Gaywood  Street, Elephant & Castle",1
"Westbourne Grove, Bayswater","Wright's Lane, Kensington",1
"Albert Square, Stockwell","Golden Lane, Barbican",1
"Westbourne Grove, Bayswater","Wells Street, Fitzrovia",1
"Westbourne Grove, Bayswater","Hop Exchange, The Borough",1
"Westbourne Grove, Bayswater","Grosvenor Square, Mayfair",1
"Albert Square, Stockwell","Old Quebec Street, Marylebone",1
"Albert Square, Stockwell","Page Street, Westminster",1
"West Smithfield Rotunda, Farringdon","West Smithfield Rotunda, Farringdon",1
"West Smithfield Rotunda, Farringdon","Waterloo Station 1, Waterloo",1
"West Smithfield Rotunda, Farringdon","Upper Bank Street, Canary Wharf",1
"West Smithfield Rotunda, Farringdon","Tooley Street, Bermondsey",1
"West Smithfield Rotunda, Farringdon","Thurtle Road, Haggerston",1
"Albert Square, Stockwell","St. James's Square, St. James's",1
"Albert Square, Stockwell","Sumner Place, South Kensington",1
"West Smithfield Rotunda, Farringdon","Stanhope Gate, Mayfair",1
"Albert Square, Stockwell","Tanner Street, Bermondsey",1
"West Smithfield Rotunda, Farringdon","Queen Mother Sports Centre, Victoria",1
"West Smithfield Rotunda, Farringdon","Prince Consort Road, Knightsbridge",1
"Albert Square, Stockwell","The Tennis Courts, The Regent's Park",1
"West Smithfield Rotunda, Farringdon","Norton Folgate, Liverpool Street",1
"West Smithfield Rotunda, Farringdon","Newton Street, Covent Garden",1
"Albert Square, Stockwell","The Vale, Chelsea",1
"Albert Square, Stockwell","South Lambeth Road, Vauxhall",1
"West Smithfield Rotunda, Farringdon","Wormwood Street, Liverpool Street",1
"Westbourne Grove, Bayswater","Addison Road, Holland Park",1
"Westbourne Grove, Bayswater","Bouverie Street, Temple",1
"Westbourne Grove, Bayswater","Elizabeth Bridge, Victoria",1
"Westbourne Grove, Bayswater","Edgware Road Station, Marylebone",1
"Westbourne Grove, Bayswater","Derry Street, Kensington",1
"Westbourne Grove, Bayswater","Cleveland Gardens, Bayswater",1
"Westbourne Grove, Bayswater","Clarges Street, Mayfair",1
"Albert Square, Stockwell","Riverlight North, Nine Elms",1
"Westbourne Grove, Bayswater","Black Lion Gate, Kensington Gardens",1
"Westbourne Grove, Bayswater","All Saints Church, Portobello",1
"Westbourne Grove, Bayswater","Bishop's Bridge Road West, Bayswater",1
"Albert Square, Stockwell","Sackville Street, Mayfair",1
"Westbourne Grove, Bayswater","Belgrave Square, Belgravia",1
"Westbourne Grove, Bayswater","Bayley Street , Bloomsbury",1
"Westbourne Grove, Bayswater","Baker Street, Marylebone",1
"Albert Square, Stockwell","South Bermondsey Station, Bermondsey",1
"West Cromwell Road, Earl's Court","Seymour Place, Marylebone",1
"West Cromwell Road, Earl's Court","Queen's Gate (South), South Kensington",1
"West Cromwell Road, Earl's Court","Queen's Gate (North), Kensington",1
"Aldersgate Street, Barbican","Soho Square , Soho",1
"Wendon Street, Old Ford","Mostyn Grove, Bow",1
"Aldersgate Street, Barbican","Somerset House, Strand",1
"Wendon Street, Old Ford","Lee Valley VeloPark, Queen Elizabeth Olympic Park",1
"Wendon Street, Old Ford","Islington Green, Angel",1
"Wendon Street, Old Ford","Houndsditch, Aldgate",1
"Aldersgate Street, Barbican","South Kensington Station, South Kensington",1
"Wendon Street, Old Ford","Good's Way, King's Cross",1
"Wendon Street, Old Ford","Fore Street Avenue, Guildhall",1
"Wendon Street, Old Ford","Finsbury Circus, Liverpool Street",1
"Wendon Street, Old Ford","East Village, Queen Elizabeth Olympic Park",1
"Wendon Street, Old Ford","Curlew Street, Shad Thames",1
"Wendon Street, Old Ford","Copper Box Arena, Queen Elizabeth Olympic Park",1
"Wendon Street, Old Ford","Cephas Street, Bethnal Green",1
"Wendon Street, Old Ford","Buxton Street 1, Shoreditch",1
"Wendon Street, Old Ford","Broadwick Street, Soho",1
"Wendon Street, Old Ford","Museum of London, Barbican",1
"Wendon Street, Old Ford","Old Ford Road, Bethnal Green",1
"Aldersgate Street, Barbican","London Fields, Hackney Central",1
"Aldersgate Street, Barbican","Snow Hill, Farringdon",1
"Aldersgate Street, Barbican","Moorfields, Moorgate",1
"Wenlock Road , Hoxton","Berry Street, Clerkenwell",1
"Aldersgate Street, Barbican","New Inn Yard, Shoreditch",1
"Wenlock Road , Hoxton","Belvedere Road 1, South Bank",1
"Wenlock Road , Hoxton","Baylis Road, Waterloo",1
"Aldersgate Street, Barbican","New North Road 2, Hoxton",1
"Wenlock Road , Hoxton","Bank of England Museum, Bank",1
"Aldersgate Street, Barbican","New Road 1 , Whitechapel",1
"Aldersgate Street, Barbican","Old Street Station, St. Luke's",1
"Wenlock Road , Hoxton","Aquatic Centre, Queen Elizabeth Olympic Park",1
"Wendon Street, Old Ford","Worship Street, Shoreditch",1
"Wendon Street, Old Ford","Upper Bank Street, Canary Wharf",1
"Wendon Street, Old Ford","Tooley Street, Bermondsey",1
"Wendon Street, Old Ford","Swan Street, The Borough",1
"Wendon Street, Old Ford","Queen Street 2, Bank",1
"Aldersgate Street, Barbican","Tooley Street, Bermondsey",1
"Wendon Street, Old Ford","Bethnal Green Road, Shoreditch",1
"Aldersgate Street, Barbican","Torrens Street, Angel",1
"Wendon Street, Old Ford","Aquatic Centre, Queen Elizabeth Olympic Park",1
"Wells Street, Fitzrovia","Bath Street, St. Luke's",1
"Alfreda Street, Battersea Park","Bankside Mix, Bankside",1
"Alfreda Street, Battersea Park","Bishop's Avenue, Fulham",1
"Wellington Row, Bethnal Green","Whitehall Place, Strand",1
"Wellington Row, Bethnal Green","West Smithfield Rotunda, Farringdon",1
"Wellington Row, Bethnal Green","Union Street, The Borough",1
"Wellington Row, Bethnal Green","Theobald's Road , Holborn",1
"Wellington Row, Bethnal Green","The Guildhall, Guildhall",1
"Wellington Row, Bethnal Green","Stepney Green Station, Stepney",1
"Wellington Row, Bethnal Green","St. James's Square, St. James's",1
"Wellington Row, Bethnal Green","Shoreditch High Street, Shoreditch",1
"Wellington Row, Bethnal Green","Shoreditch Court, Haggerston",1
"Alfreda Street, Battersea Park","Bishop's Bridge Road East, Bayswater",1
"Alfreda Street, Battersea Park","Cadogan Gardens, Chelsea",1
"Alfreda Street, Battersea Park","Central House, Aldgate",1
"Wells Street, Fitzrovia","Beaumont Street, Marylebone",1
"Wells Street, Fitzrovia","Braham Street, Aldgate",1
"Alfreda Street, Battersea Park","Arundel Street, Temple",1
"Aldersgate Street, Barbican","Worship Street, Shoreditch",1
"Aldersgate Street, Barbican","Tower Gardens , Tower",1
"Wells Street, Fitzrovia","Wood Street, Guildhall",1
"Wells Street, Fitzrovia","William IV Street, Strand",1
"Wells Street, Fitzrovia","Whitehall Place, Strand",1
"Wells Street, Fitzrovia","Queen Street 2, Bank",1
"Aldersgate Street, Barbican","Woodstock Street, Mayfair",1
"Wells Street, Fitzrovia","Paddington Street, Marylebone",1
"Wells Street, Fitzrovia","Cheapside, Bank",1
"Wells Street, Fitzrovia","Old Quebec Street, Marylebone",1
"Wells Street, Fitzrovia","Newton Street, Covent Garden",1
"Wells Street, Fitzrovia","Harris Academy, Bermondsey",1
"Wells Street, Fitzrovia","Finsbury Leisure Centre, St. Luke's",1
"Wells Street, Fitzrovia","Dorset Square, Marylebone",1
"Wells Street, Fitzrovia","Craven Street, Strand",1
"Wenlock Road , Hoxton","Breams Buildings, Holborn",1
"Wenlock Road , Hoxton","Brushfield Street, Liverpool Street",1
"Alderney Street, Pimlico","Lambeth Palace Road, Waterloo",1
"West Cromwell Road, Earl's Court","Derry Street, Kensington",1
"Alderney Street, Pimlico","Page Street, Westminster",1
"Alderney Street, Pimlico","Pall Mall East, West End",1
"Alderney Street, Pimlico","Phillimore Gardens, Kensington",1
"Alderney Street, Pimlico","Queen Street 1, Bank",1
"Alderney Street, Pimlico","Ram Street, Wandsworth",1
"Alderney Street, Pimlico","Riverlight South, Nine Elms",1
"West Cromwell Road, Earl's Court","Addison Road, Holland Park",1
"Wenlock Road , Hoxton","Westminster Pier, Westminster",1
"Wenlock Road , Hoxton","West Smithfield Rotunda, Farringdon",1
"Alderney Street, Pimlico","Shouldham Street, Marylebone",1
"Wenlock Road , Hoxton","Torrens Street, Angel",1
"Wenlock Road , Hoxton","Theobald's Road , Holborn",1
"Alderney Street, Pimlico","Silverthorne Road, Battersea",1
"Wenlock Road , Hoxton","Strand, Strand",1
"Alderney Street, Pimlico","Somerset House, Strand",1
"West Cromwell Road, Earl's Court","Cheapside, Bank",1
"Alderney Street, Pimlico","Old Street Station, St. Luke's",1
"Aldersgate Street, Barbican","Liverpool Road (N1 Centre), Angel",1
"Alderney Street, Pimlico","Nutford Place, Marylebone",1
"Alderney Street, Pimlico","Lots Road, West Chelsea",1
"West Cromwell Road, Earl's Court","Pall Mall East, West End",1
"West Cromwell Road, Earl's Court","New Cavendish Street, Marylebone",1
"West Cromwell Road, Earl's Court","Nevern Place, Earl's Court",1
"Alderney Street, Pimlico","Lower Marsh, Waterloo",1
"West Cromwell Road, Earl's Court","Lisson Grove, St. John's Wood",1
"West Cromwell Road, Earl's Court","Lexham Gardens, Kensington",1
"West Cromwell Road, Earl's Court","Knaresborough Place, Earl's Court",1
"Alderney Street, Pimlico","Marylebone Lane, Marylebone",1
"Alderney Street, Pimlico","Monument Street, Monument",1
"Alderney Street, Pimlico","Moor Street, Soho",1
"West Cromwell Road, Earl's Court","Grenfell Road, Avondale",1
"West Cromwell Road, Earl's Court","Gloucester Road (North), Kensington",1
"Alderney Street, Pimlico","North Wharf Road, Paddington",1
"West Cromwell Road, Earl's Court","George Place Mews, Marylebone",1
"Wenlock Road , Hoxton","St. Bride Street, Holborn",1
"Alderney Street, Pimlico","South Wharf Road, Paddington",1
"Alderney Street, Pimlico","St. Bride Street, Holborn",1
"Alderney Street, Pimlico","Usk Road, Clapham Junction",1
"Wenlock Road , Hoxton","Gower Place , Euston",1
"Wenlock Road , Hoxton","Goswell Road (City Uni), Finsbury",1
"Aldersgate Street, Barbican","Commercial Street, Shoreditch",1
"Aldersgate Street, Barbican","Crawford Street, Marylebone",1
"Wenlock Road , Hoxton","Farringdon Lane, Clerkenwell",1
"Aldersgate Street, Barbican","Finsbury Circus, Liverpool Street",1
"Aldersgate Street, Barbican","Ford Road, Old Ford",1
"Wenlock Road , Hoxton","Dunston Road , Haggerston",1
"Aldersgate Street, Barbican","Great Tower Street, Monument",1
"Wenlock Road , Hoxton","Driffield Road, Old Ford",1
"Wenlock Road , Hoxton","Clifton Street, Shoreditch",1
"Aldersgate Street, Barbican","Hollybush Gardens, Bethnal Green",1
"Wenlock Road , Hoxton","City Road, Angel",1
"Aldersgate Street, Barbican","Kingsway Southbound, Strand",1
"Wenlock Road , Hoxton","Chadwell Street, Angel",1
"Aldersgate Street, Barbican","Brushfield Street, Liverpool Street",1
"Wenlock Road , Hoxton","Hatton Wall, Holborn",1
"Wenlock Road , Hoxton","High Holborn , Covent Garden",1
"Wenlock Road , Hoxton","Macclesfield Rd, St Lukes",1
"Wenlock Road , Hoxton","Queen Street 1, Bank",1
"Wenlock Road , Hoxton","Pitfield Street North,Hoxton",1
"Alderney Street, Pimlico","Wardour Street, Soho",1
"Wenlock Road , Hoxton","Newgate Street , St. Paul's",1
"Alderney Street, Pimlico","Wormwood Street, Liverpool Street",1
"Wenlock Road , Hoxton","Margery Street, Clerkenwell",1
"Aldersgate Street, Barbican","Allington Street, Victoria",1
"Wenlock Road , Hoxton","Import Dock, Canary Wharf",1
"Wenlock Road , Hoxton","London Fields, Hackney Central",1
"Wenlock Road , Hoxton","Leonard Circus , Shoreditch",1
